Team Code,Game Code,Result,Points,Rush Att,Rush Yard,Rush TD,Pass Att,Pass Comp,Pass Yard,Pass TD,Pass Int,Pass Conv,Kickoff Ret,Kickoff Ret Yard,Kickoff Ret TD,Punt Ret,Punt Ret Yard,Punt Ret TD,Fum Ret,Fum Ret Yard,Fum Ret TD,Int Ret,Int Ret Yard,Int Ret TD,Misc Ret,Misc Ret Yard,Misc Ret TD,Field Goal Att,Field Goal Made,Off XP Kick Att,Off XP Kick Made,Off 2XP Att,Off 2XP Made,Def 2XP Att,Def 2XP Made,Safety,Points,Punt,Punt Yard,Kickoff,Kickoff Yard,Kickoff Touchback,Kickoff Out-Of-Bounds,Kickoff Onside,Fumble,Fumble Lost,Tackle Solo,Tackle Assist,Tackle For Loss,Tackle For Loss Yard,Sack,Sack Yard,QB Hurry,Fumble Forced,Pass Broken Up,Kick/Punt Blocked,1st Down Rush,1st Down Pass,1st Down Penalty,Time Of Possession,Penalty,Penalty Yard,Third Down Att,Third Down Conv,Third Down Conv %,Fourth Down Att,Fourth Down Conv,Red Zone Att,Red Zone TD,Red Zone Field Goal,Outcome
66,472006620051105,0,56,58,303,6,33,19,221,2,1,0,2,39,0,5,41,0,0,0,0,3,6,0,0,0,0,0,0,8,8,0,0,0,0,0,56,3,125,9,533,2,0,0,1,1,32,28,12,50,5,13,0,1,5,0,20,10,1,2212,5,55,16,11,68.75,2,0,11,8,0,-1
472,472006620051105,0,6,28,61,0,38,14,115,1,3,0,7,141,0,2,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,8,304,2,117,0,0,0,1,1,57,38,4,11,0,0,0,0,3,0,6,2,2,1388,7,55,18,5,27.77777778,3,1,2,1,0,-1
466,466073120051119,0,30,45,195,2,19,12,146,2,0,0,4,119,0,2,1,0,0,0,0,1,20,0,1,0,0,1,1,4,3,0,0,0,0,0,30,5,197,6,375,0,0,0,2,1,44,34,8,27,3,16,0,1,3,1,11,8,0,1711,3,25,16,9,56.25,1,1,4,2,1,-1
731,466073120051119,0,24,39,93,0,27,19,226,2,1,0,5,254,1,3,29,0,0,0,0,0,0,0,0,0,0,3,1,3,3,0,0,0,0,0,24,4,150,5,293,0,1,0,1,0,46,18,5,18,1,7,0,1,1,0,6,11,2,1889,7,65,12,4,33.33333333,1,1,3,1,1,-1
466,466063020051001,0,30,44,148,1,35,20,226,2,0,0,2,31,0,4,40,0,0,0,0,2,56,1,0,0,0,1,1,4,3,0,0,0,0,0,30,5,203,6,329,2,0,0,2,2,25,44,6,16,1,3,2,0,5,0,10,14,2,2101,2,10,17,11,64.70588235,0,0,4,2,1,-1
630,466063020051001,0,23,25,49,0,40,20,328,2,2,0,3,45,0,1,-1,0,1,4,0,0,0,0,0,0,0,3,3,2,2,0,0,0,0,0,23,6,237,5,320,3,0,1,0,0,46,38,8,36,4,28,3,2,1,0,2,14,0,1499,5,36,15,2,13.33333333,2,1,4,1,2,-1
466,466047220051112,0,48,50,289,2,34,22,271,3,1,0,2,39,0,5,47,0,1,40,1,0,0,0,0,0,0,3,2,6,6,0,0,0,0,0,48,2,86,9,568,2,0,0,2,2,30,46,4,33,3,28,0,2,1,0,18,12,1,2273,11,105,15,9,60,0,0,8,4,2,-1
472,466047220051112,0,24,19,41,0,47,33,357,3,0,0,7,146,0,0,0,0,0,0,0,1,17,0,0,0,0,1,1,3,3,0,0,0,0,0,24,7,304,4,217,2,0,1,4,3,36,72,2,4,0,0,0,0,3,0,2,15,4,1327,6,69,14,5,35.71428571,2,2,2,1,1,-1
156,466015620050924,0,42,43,257,3,27,15,223,3,0,0,1,47,0,3,40,0,0,0,0,2,42,0,0,0,0,1,0,6,6,0,0,0,0,0,42,3,139,7,449,3,0,0,1,1,42,24,5,23,2,13,1,1,3,1,14,10,0,1830,6,48,13,8,61.53846154,1,0,5,3,0,-1
466,466015620050924,0,21,31,95,0,34,23,324,3,2,0,4,79,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,21,5,160,3,177,2,0,1,1,1,49,14,4,8,0,0,1,1,5,0,5,16,1,1770,4,20,12,6,50,1,0,1,1,0,-1
128,466012820051224,0,48,44,254,3,36,19,301,3,1,0,5,74,0,0,0,0,1,0,0,1,12,0,0,0,0,4,3,4,3,2,0,0,0,0,48,3,115,8,520,7,0,1,0,0,51,26,4,13,1,7,3,1,4,0,11,15,4,1763,6,30,14,7,50,0,0,5,3,2,-1
466,466012820051224,0,49,51,369,6,32,22,254,1,1,0,1,16,0,1,2,0,0,0,0,1,36,0,0,0,0,0,0,7,7,0,0,0,0,0,49,3,132,7,369,0,0,0,1,1,41,38,6,39,3,28,3,0,6,0,15,14,1,1837,10,92,13,8,61.53846154,0,0,6,6,0,-1
66,466006620051029,0,49,42,264,5,24,15,196,2,2,0,3,37,0,2,49,0,1,10,0,5,112,0,0,0,0,0,0,7,7,0,0,0,0,0,49,2,75,8,466,1,1,0,2,2,42,54,9,50,6,42,0,1,9,0,14,7,2,1555,7,80,11,7,63.63636364,2,0,8,6,0,-1
466,466006620051029,0,14,46,117,1,42,23,321,1,5,0,6,87,0,0,0,0,0,0,0,2,56,0,0,0,0,0,0,2,2,0,0,0,0,0,14,3,122,3,150,0,0,0,1,1,32,46,5,18,1,9,0,0,2,0,6,14,5,2045,8,54,19,8,42.10526316,5,0,7,1,0,-1
465,465081120051001,0,17,32,91,0,48,26,239,2,2,0,2,36,0,4,23,0,0,0,0,0,0,0,1,22,0,1,1,2,2,0,0,0,0,0,17,7,303,3,158,2,0,1,2,1,42,24,6,43,3,28,0,0,2,1,8,12,0,1727,10,53,16,6,37.5,2,1,3,2,1,-1
811,465081120051001,0,42,34,95,2,31,23,346,3,0,0,0,0,0,3,11,0,0,0,0,2,10,1,0,0,0,1,0,6,6,0,0,0,0,0,42,6,234,7,453,5,0,0,0,0,45,30,8,37,5,32,0,2,5,0,7,13,5,1873,2,15,12,5,41.66666667,0,0,2,2,0,-1
465,465073120050924,0,24,31,122,1,43,25,265,2,1,0,3,80,0,3,18,0,0,0,0,0,0,0,0,0,0,3,1,3,3,0,0,0,0,0,24,4,161,5,304,1,0,0,1,1,46,20,9,42,3,26,0,1,2,1,8,12,6,1644,6,50,15,5,33.33333333,2,0,4,2,0,-1
731,465073120050924,0,31,35,61,1,29,21,222,2,0,0,4,175,1,2,26,0,0,0,0,1,0,0,1,34,0,1,1,3,2,1,1,0,0,0,31,7,221,6,367,3,0,0,1,1,39,26,9,36,2,18,0,0,6,1,5,12,0,1956,12,136,16,7,43.75,1,0,4,3,1,-1
465,465072120051015,0,7,25,2,0,26,19,215,1,2,0,1,16,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,7,5,211,2,130,2,0,0,1,1,43,46,6,8,0,0,0,2,0,0,5,7,2,1587,13,88,11,4,36.36363636,1,0,1,0,0,-1
721,465072120051015,0,42,64,316,6,12,10,96,0,0,0,0,0,0,3,32,0,0,0,0,2,12,0,0,0,0,0,0,6,6,0,0,0,0,0,42,1,38,6,357,4,0,1,5,3,23,38,8,66,5,24,0,1,2,0,20,7,4,2013,5,45,10,8,80,1,0,8,6,0,-1
465,465069820051112,0,3,25,5,0,31,12,152,0,1,0,6,73,0,0,0,0,0,0,0,1,14,0,0,0,0,2,1,0,0,0,0,0,0,0,3,9,294,2,101,0,1,0,1,1,69,18,7,35,0,0,0,0,4,0,1,5,0,1362,2,29,16,2,12.5,1,0,2,0,1,-1
698,465069820051112,0,51,60,286,4,35,21,301,2,1,0,1,3,0,1,13,0,0,0,0,1,22,0,0,0,0,3,3,6,6,0,0,0,0,0,51,2,79,10,585,4,0,0,3,0,35,12,11,40,4,28,0,0,6,0,15,12,2,2238,8,80,18,7,38.88888889,6,4,8,3,3,-1
465,465047320050905,0,22,29,108,1,31,19,255,2,1,0,2,35,0,1,15,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,0,0,0,0,22,6,280,4,246,2,0,1,2,0,33,32,5,14,1,7,0,1,3,0,5,9,0,1707,9,65,16,8,50,1,1,4,3,1,-1
473,465047320050905,0,24,39,87,1,29,20,288,2,0,0,2,33,0,3,28,0,0,0,0,1,0,0,0,0,0,1,1,3,3,0,0,0,0,0,24,6,254,5,281,2,1,0,3,0,21,38,4,11,1,5,6,0,4,0,4,12,3,1893,6,45,15,6,40,0,0,3,2,1,-1
465,465046620050917,0,14,34,205,1,26,7,58,1,1,0,4,77,0,0,0,0,1,8,0,0,0,0,1,-9,0,0,0,2,2,0,0,0,0,0,14,7,277,3,153,2,0,0,2,2,57,18,6,11,2,6,0,0,1,1,8,4,0,1431,7,44,13,3,23.07692308,3,2,3,1,0,-1
466,465046620050917,0,22,49,131,2,33,21,265,0,0,0,1,0,0,5,18,0,0,0,0,1,32,0,0,0,0,5,3,2,1,0,0,0,0,0,22,4,211,6,350,1,0,0,3,2,32,18,9,34,4,26,0,1,7,0,8,15,1,2169,5,54,16,7,43.75,0,0,6,2,3,-1
434,463043420051022,0,41,49,277,4,38,22,246,1,1,0,5,85,0,2,8,0,0,0,0,2,3,0,0,0,0,3,2,5,5,0,0,0,0,0,41,5,194,8,424,1,0,0,2,1,23,42,7,49,4,43,0,2,7,0,10,12,3,2054,5,43,17,5,29.41176471,3,2,5,3,2,-1
463,463043420051022,0,24,19,-2,1,43,22,281,2,2,0,7,117,0,4,37,0,1,17,0,1,0,0,0,0,0,1,1,3,3,0,0,0,0,0,24,7,337,5,281,0,0,0,2,1,49,35,11,55,4,41,0,1,4,1,4,8,1,1546,12,99,14,3,21.42857143,2,0,3,2,1,-1
328,463032820051105,0,40,44,213,1,27,16,215,2,1,0,2,50,0,6,60,1,0,0,0,1,40,1,0,0,0,1,1,5,5,0,0,1,0,1,40,4,158,8,500,1,1,0,2,1,31,14,7,32,3,19,0,0,7,1,6,10,1,2089,6,45,16,7,43.75,1,1,3,1,1,-1
463,463032820051105,0,15,22,21,1,27,14,117,1,1,0,5,127,0,2,17,0,0,0,0,1,19,0,0,0,0,0,0,1,1,1,0,0,0,1,15,10,428,3,195,1,0,0,0,0,48,32,6,14,1,2,2,2,5,0,2,5,0,1511,6,32,12,2,16.66666667,1,0,1,1,0,-1
157,463015720051125,0,3,20,53,0,40,20,159,0,1,0,5,116,0,2,29,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3,9,427,2,130,2,0,0,2,0,71,16,7,32,5,30,3,1,3,0,3,9,1,1317,10,105,15,3,20,1,1,1,0,1,-1
463,463015720051125,0,30,42,105,1,48,27,392,2,0,0,0,0,0,5,37,0,0,0,0,1,0,0,0,0,0,4,3,3,3,0,0,0,0,0,30,5,274,7,433,2,0,0,1,0,46,10,8,41,4,33,3,1,3,0,9,16,3,2283,7,51,21,11,52.38095238,0,0,6,2,3,-1
51,463005120051015,0,14,23,51,1,31,17,202,1,2,0,3,64,0,2,24,0,1,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,14,5,223,3,154,0,0,0,2,1,53,38,4,7,0,0,5,2,2,0,4,10,2,1368,11,82,10,4,40,0,0,1,1,0,-1
463,463005120051015,0,23,51,182,0,32,18,168,2,0,0,3,43,0,4,60,0,1,33,0,2,12,0,0,0,0,3,3,2,2,0,0,0,0,0,23,4,181,6,319,0,3,0,2,1,37,16,9,46,4,32,3,2,3,0,10,10,5,2232,5,25,16,6,37.5,3,3,5,2,2,-1
457,457074220051126,0,3,22,36,0,41,15,160,0,1,0,6,136,0,2,24,0,0,0,0,1,21,0,0,0,0,2,1,0,0,0,0,0,0,0,3,7,242,2,104,0,0,0,0,0,34,48,5,28,3,22,4,1,0,0,5,5,1,1723,8,69,17,6,35.29411765,2,1,3,0,1,-1
742,457074220051126,0,30,53,277,3,15,8,61,1,1,0,1,24,0,2,12,0,0,0,0,1,0,0,1,12,0,1,1,4,3,0,0,0,0,0,30,3,151,6,380,0,0,0,1,1,28,38,7,29,3,22,19,0,9,2,19,2,1,1877,9,74,9,5,55.55555556,0,0,5,4,1,-1
457,457049020050924,0,31,49,144,1,23,13,177,2,1,0,1,38,0,7,74,1,0,0,0,0,0,0,0,0,0,3,1,4,4,0,0,0,0,0,31,5,204,6,392,3,0,0,2,1,37,24,10,54,6,50,5,1,5,1,12,8,2,2062,9,70,12,4,33.33333333,1,0,7,3,1,-1
490,457049020050924,0,24,28,13,2,35,21,257,1,0,0,3,138,0,3,14,0,0,0,0,1,0,0,0,0,0,1,1,3,3,0,0,0,0,0,24,8,290,5,325,4,0,0,3,2,34,60,14,61,5,40,7,1,2,0,5,9,2,1538,10,78,13,3,23.07692308,0,0,4,2,1,-1
415,457041520051029,0,34,38,210,4,19,11,111,0,3,0,3,44,0,4,32,1,0,0,0,1,55,0,0,0,0,0,0,4,4,1,0,0,0,0,34,3,98,7,408,0,1,0,2,1,35,49,11,46,5,33,0,3,5,1,11,7,2,1423,6,70,9,4,44.44444444,1,1,4,4,0,-1
457,457041520051029,0,16,44,102,2,25,13,86,0,1,0,6,142,0,0,0,0,0,0,0,3,15,0,0,0,0,0,0,2,2,0,0,0,0,1,16,8,286,3,131,0,0,0,4,2,34,30,2,6,1,2,0,1,0,0,8,4,3,2177,7,40,18,7,38.88888889,1,1,2,2,0,-1
367,457036720051008,0,69,38,144,3,24,18,307,4,0,0,0,0,0,1,1,0,2,72,2,1,9,0,0,0,0,2,2,9,9,0,0,0,0,0,69,1,45,12,742,3,0,0,0,0,47,22,7,39,4,31,0,4,4,0,10,10,3,1642,7,60,12,7,58.33333333,2,2,7,5,2,-1
457,457036720051008,0,14,38,108,2,30,19,224,0,1,0,9,181,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,14,3,96,3,161,2,0,0,4,3,40,16,4,15,1,10,0,0,2,0,8,10,4,1958,8,70,11,4,36.36363636,2,1,2,2,0,-1
255,457025520050910,0,27,33,122,1,48,25,353,2,0,0,2,48,0,4,18,0,0,0,0,3,42,0,0,0,0,2,2,3,3,0,0,0,0,0,27,7,332,6,365,2,1,0,0,0,29,30,7,44,2,27,0,0,4,0,4,15,1,1980,9,75,20,10,50,1,0,4,2,2,-1
457,457025520050910,0,21,26,61,1,39,18,280,2,3,0,3,70,0,4,47,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,21,8,346,4,259,2,0,0,0,0,34,48,8,23,0,0,0,0,7,0,4,9,2,1620,8,67,16,7,43.75,1,0,3,2,0,-1
430,454043020050903,0,38,44,249,1,27,17,233,4,0,0,2,47,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,5,5,0,0,0,0,0,38,4,169,7,439,2,0,0,1,0,46,25,10,36,2.5,14,0,1,3,0,14,10,2,1961,7,77,15,8,53.33333333,1,1,3,2,0,-1
454,454043020050903,0,6,33,88,1,20,14,141,0,1,0,5,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,7,255,2,118,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,7,7,2,1639,7,62,10,3,30,0,0,1,1,0,-1
529,441052920050910,0,47,38,87,0,48,27,339,3,0,1,3,146,1,3,14,0,0,0,0,2,2,0,0,0,0,6,6,3,1,1,1,0,0,1,47,2,79,10,578,1,0,0,3,2,39,21,9,39,2,14,4,1,3,0,5,14,2,1762,6,49,22,11,50,3,0,7,2,4,-1
441,441052920050910,0,14,30,31,0,31,16,113,2,2,0,9,204,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,14,8,259,4,191,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,4,3,0,1838,9,80,15,2,13.33333333,3,1,1,1,0,-1
521,440052120050903,0,15,41,244,1,23,11,134,1,0,0,2,27,0,2,34,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,15,5,202,3,195,1,0,0,1,1,47,10,10,48,4.5,31,4,1,4,0,13,7,1,1737,8,67,12,3,25,2,1,2,1,0,-1
440,440052120050903,0,10,28,49,1,34,22,205,0,0,0,2,46,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,10,6,257,3,189,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,6,7,3,1863,6,43,14,4,28.57142857,3,2,2,1,1,-1
434,434052120051008,0,38,49,326,3,29,22,223,2,0,0,6,108,0,1,76,0,0,0,0,1,0,0,0,0,0,2,1,5,5,0,0,0,0,0,38,3,122,7,409,1,0,0,1,1,57,9,10,52,5,34,0,1,4,0,14,12,1,1977,9,111,13,6,46.15384615,2,0,6,4,1,-1
521,434052120051008,0,31,44,132,2,27,15,219,1,1,1,6,212,0,2,11,0,0,0,0,0,0,0,0,0,0,3,3,2,2,1,1,0,0,0,31,4,153,7,393,1,0,0,4,2,68,15,2,6,0,0,0,1,1,0,9,12,3,1623,9,60,10,2,20,1,1,5,3,2,-1
328,434032820051029,0,13,49,208,2,19,12,90,0,2,0,0,0,0,4,42,0,1,6,0,1,0,0,0,0,0,1,0,2,1,0,0,0,0,0,13,6,230,3,184,2,0,0,2,1,32,24,8,29,2,18,6,1,4,0,11,4,2,2087,5,50,16,8,50,0,0,2,2,0,-1
434,434032820051029,0,3,30,33,0,39,15,147,0,1,0,1,10,0,0,0,0,1,19,0,2,2,0,0,0,0,2,1,0,0,0,0,0,0,0,3,9,387,2,130,2,0,0,2,1,43,36,8,35,3,20,0,1,2,1,6,8,1,1513,9,92,17,4,23.52941176,2,2,1,0,1,-1
327,434032720051119,0,36,47,224,2,24,12,118,1,1,0,4,52,0,4,90,1,1,-3,0,1,45,1,0,0,0,1,0,4,4,1,0,0,0,1,36,8,310,6,343,3,0,0,1,1,44,28,9,20,2,9,0,2,6,1,10,6,3,1989,6,53,16,2,12.5,2,2,3,2,0,-1
434,434032720051119,0,28,40,178,1,39,23,268,3,1,0,3,47,0,1,2,0,0,0,0,1,32,0,0,0,0,0,0,4,4,0,0,0,0,0,28,8,297,5,281,1,0,0,2,1,44,28,3,15,1,12,0,1,4,0,8,10,1,1611,9,76,17,7,41.17647059,2,0,4,3,0,-1
157,434015720051105,0,41,42,136,4,32,24,260,1,0,0,1,25,0,2,14,0,1,36,0,1,4,0,0,0,0,3,2,5,5,0,0,0,0,0,41,3,140,7,453,6,0,1,1,1,52,21,3,26,2,24,3,2,5,0,12,8,4,2075,4,21,14,7,50,0,0,5,5,0,-1
434,434015720051105,0,12,30,59,0,44,27,217,1,1,0,1,23,0,1,4,0,1,12,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,12,6,258,3,195,2,0,0,4,1,64,28,9,34,1,12,1,1,2,0,6,12,0,1525,5,65,18,7,38.88888889,4,2,1,1,0,-1
30,434003020050903,0,17,29,117,1,38,19,206,1,1,0,4,75,0,3,39,0,0,0,0,1,20,0,0,0,0,1,1,2,2,0,0,0,0,0,17,9,390,4,240,2,0,0,4,1,39,54,0,0,0,0,0,2,3,0,9,6,3,1756,10,73,15,2,13.33333333,1,1,4,2,1,-1
434,434003020050903,0,44,41,317,2,48,33,340,4,1,1,2,48,0,2,16,0,1,18,0,1,0,0,0,0,0,2,1,4,3,2,1,0,0,0,44,3,126,8,508,4,0,0,2,2,51,26,7.5,27,3.5,21,3,2,8,0,18,10,2,1844,10,65,17,9,52.94117647,1,1,5,5,0,-1
433,433073620050917,0,23,28,124,1,35,17,276,1,0,0,5,128,0,2,52,1,0,0,0,0,0,0,1,8,0,2,1,3,2,0,0,0,0,0,23,6,234,5,316,3,0,0,1,1,68,10,9,41,2,19,5,2,4,1,4,14,0,1356,8,85,15,4,26.66666667,2,2,3,0,1,-1
736,433073620050917,0,31,49,209,4,41,24,314,0,0,0,2,41,0,2,22,0,0,0,0,0,0,0,0,0,0,2,1,4,4,0,0,0,0,0,31,5,156,6,375,0,1,0,3,1,44,10,4,26,1,15,7,1,3,1,14,16,1,2244,7,50,18,11,61.11111111,0,0,7,4,1,-1
433,433069420051001,0,10,25,50,1,38,18,200,0,2,0,2,21,0,1,8,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,10,5,207,3,212,2,0,0,3,1,66,26,4,12,1,7,2,0,5,1,3,10,2,1446,9,71,13,5,38.46153846,2,1,2,1,0,-1
694,433069420051001,0,27,48,172,2,35,18,206,0,0,0,1,20,0,3,21,0,0,0,0,2,19,1,0,0,0,4,2,3,3,0,0,0,0,0,27,2,92,6,388,4,0,0,1,0,41,22,9,34,5,29,2,2,6,0,10,11,2,2154,7,63,18,9,50,3,1,4,2,2,-1
430,433043020051126,0,35,56,304,3,20,11,105,2,1,0,1,14,0,2,22,0,0,0,0,4,44,0,0,0,0,1,0,5,5,0,0,0,0,0,35,4,159,6,266,0,0,0,0,0,33,18,8,52,4,41,0,1,3,1,18,5,0,2087,6,52,15,8,53.33333333,1,1,6,4,0,-1
433,433043020051126,0,14,25,31,0,24,15,158,2,4,0,6,40,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,14,5,190,3,195,2,0,0,1,0,55,12,6,12,0,0,0,0,0,0,2,10,0,1513,3,11,10,3,30,0,0,1,1,0,-1
404,433040420050905,0,6,38,119,0,29,16,149,0,2,0,0,0,0,5,33,0,0,0,0,2,7,0,0,0,0,2,2,0,0,0,0,0,0,0,6,7,275,3,181,1,1,0,1,1,35,40,7,39,5,33,0,0,5,0,8,8,0,1765,4,26,15,4,26.66666667,2,2,2,0,1,-1
433,433040420050905,0,10,36,55,1,31,15,207,0,2,0,1,27,0,5,37,0,0,0,0,2,65,0,0,0,0,3,1,1,1,0,0,0,0,0,10,6,228,3,200,3,0,0,0,0,40,30,11,28,2,14,0,1,3,0,4,12,0,1835,5,25,15,3,20,1,1,3,1,1,-1
37,433003720051029,0,27,46,123,1,29,19,239,2,0,0,0,0,0,3,30,0,0,0,0,1,29,0,0,0,0,2,2,3,3,0,0,0,0,0,27,2,88,6,388,3,0,0,4,2,50,16,9,25,2,8,5,0,4,0,10,12,2,2074,6,47,17,8,47.05882353,4,2,5,2,1,-1
433,433003720051029,0,3,27,23,0,35,21,186,0,1,0,3,53,0,1,-5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,6,224,2,130,2,0,0,1,0,58,23,7,36,4.5,30,6,3,1,0,3,8,3,1526,5,51,15,4,26.66666667,2,0,1,0,0,-1
430,430071820050917,0,21,30,117,1,26,13,108,2,1,0,1,17,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,21,10,457,4,258,2,0,0,1,1,43,40,9,41,4,31,0,1,5,0,4,5,1,1434,6,59,15,5,33.33333333,0,0,3,3,0,-1
718,430071820050917,0,14,35,87,1,48,27,206,1,0,0,2,33,0,5,31,0,1,36,0,1,4,0,0,0,0,0,0,2,2,0,0,0,0,0,14,11,425,2,102,0,1,1,3,2,25,30,8,18,0,0,0,1,2,0,7,11,1,2166,10,75,21,7,33.33333333,3,3,2,2,0,-1
334,430033420051029,0,13,47,183,1,27,13,141,0,0,0,2,36,0,6,89,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,13,7,252,4,242,1,0,0,3,1,42,20,5,33,3,29,0,0,7,0,10,8,4,1851,7,60,15,6,40,0,0,4,1,2,-1
430,430033420051029,0,7,37,173,1,37,17,202,0,0,0,3,68,0,1,7,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,7,7,274,2,121,0,0,0,1,1,54,18,3,7,2,5,0,2,4,0,11,10,1,1749,6,70,15,3,20,4,2,3,1,0,-1
235,430023520051008,0,35,37,191,2,38,21,289,1,3,0,4,92,0,6,47,1,0,0,0,1,0,0,0,0,0,1,1,4,4,0,0,0,0,2,35,6,284,6,340,0,1,0,3,1,32,24,9,49,6,40,5,1,4,1,11,13,1,2047,8,70,13,4,30.76923077,0,0,5,3,0,-1
430,430023520051008,0,9,30,109,1,25,11,134,0,1,0,4,79,0,2,-3,0,0,0,0,3,15,0,0,0,0,2,1,0,0,1,0,0,0,0,9,7,280,5,333,1,0,0,3,2,42,40,6,20,2,9,2,1,4,0,5,5,0,1553,4,29,13,3,23.07692308,1,0,1,0,0,-1
37,430003720050910,0,28,41,118,1,18,12,202,2,0,0,0,0,0,3,29,0,1,7,1,1,11,0,0,0,0,1,0,4,4,0,0,0,0,0,28,6,280,5,306,0,2,0,1,1,51,12,8,42,5,38,9,3,3,0,8,7,1,1727,1,10,14,7,50,0,0,3,2,0,-1
430,430003720050910,0,0,38,81,0,21,12,126,0,1,0,3,100,0,4,34,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,247,1,65,1,0,0,4,2,53,18,7,26,1,7,4,1,4,0,6,4,0,1873,8,40,14,5,35.71428571,1,0,1,0,0,-1
31,430003120051119,0,44,45,247,2,26,14,132,2,2,0,2,123,1,2,23,0,1,25,0,1,0,0,0,0,0,3,3,5,5,0,0,0,0,0,44,2,82,9,572,3,0,0,1,0,49,18,12,73,6,53,4,2,4,0,13,5,1,1858,10,91,14,7,50,2,1,6,3,3,-1
430,430003120051119,0,10,33,106,1,27,11,77,0,1,0,6,108,0,0,0,0,0,0,0,2,44,0,0,0,0,1,1,1,1,0,0,0,0,0,10,6,186,3,171,0,0,0,3,2,59,18,6.5,40,2,13,2,1,2,0,5,5,1,1742,5,53,13,1,7.692307692,3,2,3,1,0,-1
428,428074620051230,0,31,51,198,0,28,18,263,4,1,0,4,87,0,2,13,0,0,0,0,1,2,0,0,0,0,1,1,4,4,0,0,0,0,0,31,4,149,6,312,0,0,0,1,0,55,21,3,10,1,4,0,0,2,0,13,11,0,2041,6,52,18,11,61.11111111,2,1,1,1,0,-1
746,428074620051230,0,34,30,103,2,33,26,365,2,1,0,5,75,0,2,8,0,0,0,0,1,0,0,0,0,0,2,2,4,4,0,0,0,0,0,34,3,127,6,370,2,0,0,2,1,71,42,4,4,0,0,0,0,8,0,5,14,1,1559,4,30,11,7,63.63636364,0,0,5,4,1,-1
428,428071920050901,0,41,44,301,4,25,14,235,1,1,0,3,80,0,1,2,0,1,2,0,1,22,0,0,0,0,2,2,5,5,0,0,0,0,0,41,3,117,8,490,0,0,0,2,1,53,28,4,21,1,7,3,4,3,0,12,10,2,1607,7,65,12,6,50,1,0,5,2,2,-1
719,428071920050901,0,10,35,135,0,41,27,218,1,1,0,8,151,0,1,0,0,0,0,0,1,0,0,0,0,0,2,1,1,1,0,0,0,0,0,10,6,232,3,184,0,0,0,4,3,40,28,5,34,2,17,1,1,3,0,8,9,2,1993,7,70,19,9,47.36842105,1,1,4,1,1,-1
428,428053920051001,0,14,32,113,1,28,16,174,1,1,0,8,179,0,1,-4,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,14,4,182,3,189,1,0,0,2,1,48,40,3,7,0,0,0,1,8,0,7,6,0,1482,4,54,15,7,46.66666667,3,2,2,1,0,-1
539,428053920051001,0,44,59,364,5,32,13,175,0,0,0,2,37,0,2,8,0,0,0,0,1,0,0,0,0,0,4,3,5,5,0,0,0,0,0,44,2,84,9,497,1,0,0,1,0,28,44,3,8,1,5,0,0,5,0,24,8,3,2118,3,15,19,13,68.42105263,1,1,7,5,2,-1
418,428041820051008,0,20,34,94,1,29,14,155,0,0,0,6,172,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,2,0,0,0,0,0,20,6,212,5,299,2,0,0,0,0,44,50,5,12,0,0,0,1,4,0,6,10,3,1630,4,51,14,3,21.42857143,1,1,3,1,1,-1
