Team Code,Game Code,Result,Points,Rush Att,Rush Yard,Rush TD,Pass Att,Pass Comp,Pass Yard,Pass TD,Pass Int,Pass Conv,Kickoff Ret,Kickoff Ret Yard,Kickoff Ret TD,Punt Ret,Punt Ret Yard,Punt Ret TD,Fum Ret,Fum Ret Yard,Fum Ret TD,Int Ret,Int Ret Yard,Int Ret TD,Misc Ret,Misc Ret Yard,Misc Ret TD,Field Goal Att,Field Goal Made,Off XP Kick Att,Off XP Kick Made,Off 2XP Att,Off 2XP Made,Def 2XP Att,Def 2XP Made,Safety,Points,Punt,Punt Yard,Kickoff,Kickoff Yard,Kickoff Touchback,Kickoff Out-Of-Bounds,Kickoff Onside,Fumble,Fumble Lost,Tackle Solo,Tackle Assist,Tackle For Loss,Tackle For Loss Yard,Sack,Sack Yard,QB Hurry,Fumble Forced,Pass Broken Up,Kick/Punt Blocked,1st Down Rush,1st Down Pass,1st Down Penalty,Time Of Possession,Penalty,Penalty Yard,Third Down Att,Third Down Conv,Third Down Conv %,Fourth Down Att,Fourth Down Conv,Red Zone Att,Red Zone TD,Red Zone Field Goal,Outcome
671,671049820051126,0,54,57,343,6,14,8,82,0,0,0,3,64,0,4,59,0,0,0,0,1,53,1,0,0,0,1,1,7,7,0,0,0,0,1,54,5,194,9,554,1,1,0,1,1,32,34,7,14,0,0,0,0,4,0,17,4,1,2003,10,84,13,6,46.15384615,1,1,7,6,1,-1
497,671049720051105,0,28,33,263,3,14,8,112,1,1,0,6,165,0,0,0,0,0,0,0,1,4,0,0,0,0,1,0,4,4,0,0,0,0,0,28,2,67,5,263,1,0,0,2,1,53,34,6,25,2,11,0,0,0,0,10,8,1,1314,10,80,9,6,66.66666667,0,0,2,2,0,-1
671,671049720051105,0,31,61,327,4,11,8,109,0,1,0,4,51,0,0,0,0,1,4,0,1,16,0,0,0,0,2,1,4,4,0,0,0,0,0,31,1,26,6,388,0,0,0,0,0,28,28,3,11,0,0,0,1,0,0,18,5,2,2286,8,64,12,8,66.66666667,0,0,6,4,1,-1
419,671041920051022,0,10,37,45,1,25,19,218,0,0,0,3,34,0,3,8,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,10,6,282,3,145,1,0,0,3,1,44,26,5,8,1,2,0,2,4,0,3,11,2,1685,11,112,14,4,28.57142857,1,1,3,1,1,-1
671,671041920051022,0,13,44,170,2,25,14,138,0,0,0,0,0,0,2,24,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,13,5,194,3,169,0,0,0,2,1,53,10,12,67,9,62,0,3,2,0,6,9,2,1915,6,65,14,4,28.57142857,4,2,2,2,0,-1
204,671020420050910,0,31,41,156,2,39,27,268,2,0,0,3,41,0,2,21,0,0,0,0,0,0,0,0,0,0,1,1,4,4,0,0,0,0,0,31,5,200,6,325,0,0,0,1,1,39,36,3,14,1,6,6,2,3,0,9,14,1,2010,5,60,18,10,55.55555556,1,1,4,3,1,-1
671,671020420050910,0,10,37,182,1,29,21,228,0,0,0,6,46,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,10,4,144,3,162,0,0,0,6,4,38,60,4,7,0,0,3,1,1,0,11,8,0,1590,5,34,12,5,41.66666667,2,1,4,1,1,-1
30,671003020051013,0,39,41,264,2,20,10,194,3,0,1,7,150,0,1,7,0,0,0,0,1,0,0,0,0,0,2,1,4,4,1,1,0,0,0,39,5,156,6,334,3,0,0,0,0,56,32,4,4,0,0,0,2,3,0,15,5,1,1456,8,59,9,2,22.22222222,0,0,3,2,1,-1
671,671003020051013,0,36,66,457,5,17,10,97,0,1,0,2,43,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,3,2,0,0,0,0,36,2,82,7,358,0,0,0,2,2,39,28,2,11,2,11,0,0,2,1,22,5,1,2144,8,58,19,14,73.68421053,2,2,6,5,1,-1
697,670069720050922,0,44,46,242,3,24,13,317,2,0,0,3,40,0,2,13,0,0,0,0,1,4,0,0,0,0,3,3,5,5,0,0,0,0,0,44,2,101,9,574,2,1,0,2,2,31,54,2,14,2,14,0,1,2,0,12,9,2,1768,6,54,13,5,38.46153846,1,1,6,3,3,-1
670,670069720050922,0,31,30,115,1,36,26,378,3,1,0,6,113,0,1,-11,0,2,50,0,0,0,0,0,0,0,2,1,4,4,0,0,0,0,0,31,2,89,6,384,3,0,0,5,2,0,0,0,0,0,0,0,0,0,0,4,15,3,1832,15,123,14,8,57.14285714,2,0,5,3,1,-1
31,669003120050903,0,49,51,483,5,25,13,108,1,1,0,4,74,0,5,63,0,1,44,1,2,16,0,0,0,0,1,0,7,7,0,0,0,0,0,49,1,39,8,481,0,0,0,5,4,58,21,9,22,1,4,3,3,4,0,20,6,1,1638,6,55,10,5,50,2,1,6,4,0,-1
669,669003120050903,0,17,39,178,1,28,12,160,1,2,0,8,155,0,1,4,0,2,37,0,1,28,0,0,0,0,1,1,2,2,0,0,0,0,0,17,7,276,4,193,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,5,6,3,1962,4,30,16,3,18.75,2,2,4,1,1,-1
490,664049020051029,0,21,54,297,2,26,10,128,1,2,0,1,19,0,4,13,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,21,4,164,4,260,3,0,0,2,2,27,40,8,34,5,29,17,0,5,0,13,6,1,1952,5,41,15,5,33.33333333,4,2,3,2,0,-1
664,664049020051029,0,17,31,69,1,35,15,177,1,0,0,1,24,0,3,3,0,0,0,0,2,5,0,0,0,0,1,1,2,2,0,0,0,0,0,17,11,474,4,250,2,1,0,1,1,46,24,3,7,1,5,6,1,4,0,5,7,1,1648,5,40,16,3,18.75,0,0,3,2,1,-1
388,664038820051108,0,24,41,191,1,35,18,218,2,1,0,4,86,0,3,37,0,0,0,0,1,17,0,0,0,0,4,1,3,3,0,0,0,0,0,24,5,212,5,299,1,1,0,1,0,58,34,3,6,0,0,4,1,2,0,9,13,1,1742,3,20,16,8,50,0,0,6,3,1,-1
664,664038820051108,0,27,40,159,2,28,17,224,1,1,0,3,56,0,1,8,0,0,0,0,1,2,0,2,14,0,3,2,3,3,0,0,0,0,0,27,5,236,5,304,1,0,0,2,1,64,28,5,20,2,13,0,1,6,2,7,10,2,1858,5,41,13,4,30.76923077,0,0,4,2,2,-1
288,664028820051113,0,27,47,155,1,36,24,315,2,0,0,3,59,0,2,23,0,0,0,0,1,1,0,0,0,0,3,2,3,3,0,0,0,0,0,27,2,81,5,279,0,0,0,3,3,23,54,5,23,1,9,0,0,11,0,10,13,2,1979,8,60,15,6,40,3,2,4,2,2,-1
664,664028820051113,0,24,26,24,1,45,23,295,2,1,0,5,79,0,1,28,0,1,11,0,0,0,0,0,0,0,3,1,3,3,0,0,0,0,0,24,4,194,4,257,1,0,1,1,1,36,62,7,22,2,13,0,2,8,0,4,12,1,1621,4,55,18,6,33.33333333,3,2,3,3,0,-1
196,664019620051001,0,7,34,161,1,28,20,202,0,1,0,7,135,0,1,8,0,1,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,7,3,106,2,127,1,0,0,4,4,50,30,11,40,1,21,2,1,6,0,10,9,1,1571,8,80,11,6,54.54545455,1,0,2,1,0,-1
664,664019620051001,0,33,42,169,1,35,23,324,2,0,0,1,51,0,2,0,0,0,0,0,1,31,0,0,0,0,4,4,3,3,0,0,0,0,0,33,1,55,8,448,0,1,0,3,1,49,22,6,16,1,9,1,4,1,0,8,14,4,2029,3,30,17,9,52.94117647,2,0,5,1,2,-1
30,664003020051220,0,19,40,119,1,19,10,213,1,1,0,3,81,0,2,12,0,0,0,0,0,0,0,0,0,0,2,1,2,2,0,0,0,0,1,19,6,187,4,213,0,1,0,2,2,64,6,6,17,0,0,0,2,2,0,8,6,2,1536,9,49,13,4,30.76923077,0,0,3,2,0,-1
664,664003020051220,0,31,50,192,2,32,17,253,2,0,0,3,46,0,2,0,0,1,5,0,1,0,0,0,0,0,1,1,4,4,0,0,0,0,0,31,3,115,7,419,2,2,0,3,2,51,10,7,37,4,31,0,1,1,1,12,11,2,2064,6,57,14,7,50,2,0,5,3,1,-1
9,664000920051021,0,28,28,80,1,42,29,407,3,1,0,8,144,0,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,28,7,266,5,294,0,0,0,1,0,32,48,2,3,0,0,5,1,5,0,5,17,1,1746,10,89,13,5,38.46153846,1,1,3,3,0,-1
664,664000920051021,0,37,36,177,1,33,18,247,3,0,0,5,103,0,4,33,0,0,0,0,1,5,0,0,0,0,3,3,4,4,0,0,0,0,0,37,5,219,8,471,0,0,0,1,0,39,30,9,25,7,18,0,0,5,0,6,12,6,1854,5,33,15,5,33.33333333,0,0,3,2,1,-1
8,664000820050910,0,30,43,140,2,37,21,330,2,1,0,2,97,0,4,34,0,0,0,0,1,0,0,0,0,0,2,1,4,3,0,0,0,0,0,30,5,157,6,344,3,0,0,1,1,29,16,7,43,4,33,4,0,3,0,8,12,4,2178,10,95,16,6,37.5,2,2,6,3,1,-1
664,664000820050910,0,21,23,9,0,30,15,190,2,1,0,3,55,0,2,38,0,0,0,0,1,32,1,0,0,0,1,0,3,3,0,0,0,0,0,21,8,367,4,260,2,0,0,0,0,43,26,5,23,3,12,1,1,5,0,2,8,2,1422,11,109,12,3,25,0,0,1,1,0,-1
663,663071920051022,0,13,35,101,1,33,21,236,0,1,0,4,52,0,3,6,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,13,6,223,4,250,1,0,0,3,2,45,14,5,16,1,3,1,0,5,0,5,9,4,1684,10,85,14,3,21.42857143,1,0,3,1,2,-1
719,663071920051022,0,20,31,103,0,33,20,220,2,0,0,3,82,0,3,16,0,1,-8,0,1,0,0,0,0,0,2,2,2,2,0,0,0,0,0,20,8,252,5,222,0,0,0,0,0,46,26,6,24,2,12,0,3,1,0,5,8,2,1916,9,82,18,7,38.88888889,0,0,3,1,2,-1
663,663069720050917,0,8,26,39,0,45,23,309,1,2,0,9,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,8,5,175,2,130,2,0,0,3,2,29,54,3,20,1,6,0,1,4,0,4,9,1,1886,8,61,18,8,44.44444444,4,1,1,0,0,-1
697,663069720050917,0,66,44,309,3,27,18,405,5,0,0,0,0,0,2,26,1,0,0,0,2,45,0,0,0,0,1,1,9,9,0,0,0,0,0,66,1,58,12,694,3,0,0,2,1,36,38,10,45,3,22,0,2,9,1,16,13,2,1714,6,42,9,5,55.55555556,2,1,5,3,1,-1
388,663038820051001,0,16,33,99,2,60,34,314,0,1,0,3,52,0,5,6,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,16,8,247,3,145,0,0,0,4,0,20,50,8,21,2,8,1,1,9,0,12,14,1,2029,3,30,18,5,27.77777778,1,1,5,2,1,-1
663,663038820051001,0,13,34,40,0,25,10,151,1,0,0,3,47,0,1,31,0,0,0,0,1,39,0,0,0,0,2,2,1,1,0,0,0,0,0,13,10,372,3,190,0,0,0,2,0,38,58,4,19,1,6,5,0,3,0,2,5,0,1571,6,42,18,6,33.33333333,0,0,2,1,1,-1
288,663028820051119,0,24,40,119,2,36,25,273,1,2,0,5,67,0,2,7,0,0,0,0,1,32,0,0,0,0,3,1,3,3,0,0,0,0,0,24,3,124,5,270,0,0,0,2,1,23,58,5,15,2,10,0,0,2,0,10,13,1,1877,2,15,15,7,46.66666667,2,1,5,3,1,-1
663,663028820051119,0,29,36,124,1,27,12,117,1,1,0,5,93,0,2,16,0,0,0,0,2,116,1,1,15,0,2,2,3,3,0,0,0,0,1,29,6,240,6,367,1,0,0,1,1,38,58,6,44,3,22,0,1,2,1,9,7,0,1723,8,69,13,5,38.46153846,0,0,3,2,1,-1
9,663000920051008,0,27,23,73,1,35,22,344,2,2,0,2,27,0,3,5,0,0,0,0,0,0,0,0,0,0,2,2,3,3,0,0,0,0,0,27,5,174,6,361,0,0,0,3,1,41,58,9,48,4,31,0,2,6,0,6,12,1,1461,4,45,11,4,36.36363636,0,0,3,1,2,-1
663,663000920051008,0,28,36,80,1,43,30,333,2,0,0,6,137,0,2,6,0,0,0,0,2,32,0,0,0,0,3,3,1,1,2,0,0,0,0,28,6,229,6,357,3,1,0,3,1,20,40,3,13,1,10,0,0,2,0,5,15,2,2139,6,57,16,6,37.5,1,0,4,1,3,-1
774,659077420050917,0,34,36,172,1,46,27,268,3,2,0,4,83,0,5,25,0,0,0,0,2,8,0,0,0,0,2,2,4,4,0,0,0,0,0,34,5,215,7,330,0,0,0,2,0,37,28,5,35,2,24,0,1,1,0,8,13,1,2064,12,74,18,8,44.44444444,2,1,6,4,2,-1
659,659077420050917,0,28,35,117,1,30,15,241,2,2,0,5,130,0,1,5,0,0,0,0,2,87,1,0,0,0,1,0,4,4,0,0,0,0,0,28,6,220,5,272,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,7,10,1,1536,9,67,11,4,36.36363636,1,0,3,2,0,-1
657,657075620051022,0,51,32,118,1,32,25,272,5,1,0,3,100,0,2,90,1,0,0,0,0,0,0,0,0,0,1,1,7,6,0,0,0,0,0,51,1,42,8,506,3,0,0,0,0,39,34,8,40,5,33,0,0,3,1,8,12,0,1720,6,30,12,5,41.66666667,6,4,5,4,1,-1
756,657075620051022,0,24,35,59,1,29,21,270,1,0,0,5,169,0,1,6,0,0,0,0,1,76,1,0,0,0,1,1,3,3,0,0,0,0,0,24,3,95,4,237,1,0,1,2,2,36,32,5,13,1,5,0,0,0,0,3,13,0,1880,6,35,14,8,57.14285714,2,0,4,2,1,-1
529,657052920050924,0,13,29,65,0,37,21,197,1,1,0,7,152,0,2,10,0,0,0,0,1,38,0,0,0,0,3,2,1,1,0,0,0,0,0,13,6,243,4,232,0,0,0,1,0,44,23,2.5,3,0,0,3,0,4,0,4,10,2,1640,7,68,15,5,33.33333333,1,0,4,0,2,-1
657,657052920050924,0,45,42,278,3,39,23,315,3,1,0,4,104,0,5,27,0,0,0,0,1,0,0,0,0,0,1,1,6,6,0,0,0,0,0,45,2,83,8,510,1,0,0,2,1,44,18,7,22,3,7,3,0,6,0,13,17,1,1960,11,86,14,10,71.42857143,1,0,8,6,1,-1
513,657051320051015,0,31,52,153,2,35,19,264,1,1,0,4,39,0,4,87,1,0,0,0,2,13,0,0,0,0,2,1,4,4,0,0,0,0,0,31,5,199,6,368,1,0,0,2,1,29,40,4,22,2,16,4,1,0,0,12,12,4,2320,6,62,19,10,52.63157895,1,1,4,2,1,-1
657,657051320051015,0,34,31,175,5,33,17,301,0,2,0,5,88,0,3,13,0,0,0,0,1,14,0,0,0,0,0,0,5,4,0,0,0,0,0,34,6,275,6,363,2,0,0,1,0,37,72,6,28,3,20,5,2,3,0,6,11,3,1280,9,98,13,5,38.46153846,2,2,4,3,0,-1
277,657027720050903,0,17,21,60,0,49,33,377,2,1,0,8,168,0,1,-2,0,0,0,0,1,0,0,0,0,0,1,1,2,2,0,0,0,0,0,17,3,105,3,117,0,0,1,4,2,44,3,9,23,1,4,0,1,0,0,5,15,3,1992,9,55,13,6,46.15384615,2,0,2,1,1,-1
657,657027720050903,0,63,33,177,3,29,20,341,4,1,0,3,64,0,0,0,0,1,15,1,1,65,1,0,0,0,1,0,9,9,0,0,0,0,0,63,1,38,10,644,2,0,0,2,0,61,2,6,19,4,16,0,3,3,0,9,13,2,1608,9,97,10,5,50,2,2,5,3,0,-1
107,657010720051112,0,10,31,167,1,23,13,132,0,4,0,4,91,0,1,8,0,0,0,0,1,32,0,0,0,0,2,1,1,1,0,0,0,0,0,10,3,140,2,103,1,0,1,3,2,57,12,6,22,2,14,2,0,3,0,8,7,2,1437,7,58,8,1,12.5,1,0,2,1,0,-1
657,657010720051112,0,35,47,188,5,32,20,246,0,1,0,0,0,0,0,0,0,0,0,0,4,12,0,0,0,0,0,0,5,5,0,0,0,0,0,35,4,142,6,376,2,0,0,1,0,48,0,3,13,1,8,1,3,0,0,13,9,4,2163,8,90,14,8,57.14285714,1,0,5,5,0,-1
28,657002820051001,0,28,32,68,1,45,26,347,2,5,0,3,107,0,3,111,1,1,14,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,28,6,284,5,325,4,0,0,1,0,47,42,5,20,2,12,0,1,5,0,4,16,0,1508,5,50,14,6,42.85714286,2,1,4,3,0,-1
657,657002820051001,0,38,49,373,5,39,23,258,0,0,0,1,18,0,3,13,0,0,0,0,5,14,0,0,0,0,1,1,5,5,0,0,0,0,0,38,7,308,7,459,3,1,0,2,1,42,20,7,38,5,33,0,1,3,0,17,9,1,2092,12,85,15,5,33.33333333,2,0,2,1,1,-1
718,655071820051001,0,28,21,28,1,50,24,324,2,2,1,3,121,1,4,34,0,0,0,0,1,4,0,1,-3,0,0,0,3,2,1,1,0,0,0,28,8,252,5,235,0,0,0,1,0,66,28,10,36,4.5,25,0,1,5,1,2,13,0,1450,7,54,19,7,36.84210526,3,1,3,2,0,-1
655,655071820051001,0,21,27,41,0,54,38,268,3,1,0,5,61,0,5,53,0,0,0,0,2,9,0,0,0,0,2,0,3,3,0,0,0,0,0,21,9,405,3,132,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,10,3,2150,5,24,21,9,42.85714286,1,0,5,3,0,-1
331,654033120050910,0,33,23,24,0,44,19,171,3,1,0,2,40,0,5,65,0,1,8,1,3,7,0,0,0,0,1,1,4,4,0,0,1,1,0,33,7,321,6,362,0,1,0,2,2,46,52,14,73,3,32,13,1,10,0,1,8,5,1342,14,100,16,3,18.75,4,0,4,2,0,-1
654,654033120050910,0,12,32,20,0,63,34,275,1,3,0,4,70,0,7,32,0,0,0,0,1,0,0,0,0,0,2,2,0,0,1,0,0,0,0,12,8,287,4,237,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,4,14,5,2138,16,154,22,7,31.81818182,3,0,4,1,2,-1
651,651068820051112,0,27,51,338,3,14,5,89,0,1,0,0,0,0,5,24,0,0,0,0,3,15,0,0,0,0,2,2,3,3,0,0,0,0,0,27,7,290,6,393,2,0,0,0,0,37,26,11,43,4,23,1,1,4,0,15,3,2,1885,11,92,14,3,21.42857143,1,1,4,2,2,-1
688,651068820051112,0,0,37,117,0,26,8,65,0,3,0,4,85,0,3,33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,436,1,65,1,0,0,1,0,43,28,6,18,1,10,1,0,2,0,9,3,0,1715,6,51,15,4,26.66666667,1,0,0,0,0,-1
587,651058720051105,0,31,40,165,1,27,16,233,3,4,0,4,99,0,1,0,0,0,0,0,0,0,0,1,-5,0,1,1,4,4,0,0,0,0,0,31,2,87,6,355,1,1,0,2,2,37,58,3,11,0,0,5,0,2,1,13,9,3,1673,2,27,10,2,20,1,1,6,4,1,-1
651,651058720051105,0,45,57,242,4,22,13,135,0,0,0,4,89,0,0,0,0,1,11,1,4,56,1,0,0,0,2,1,5,4,1,1,0,0,0,45,4,122,8,490,3,1,0,0,0,38,30,4,16,2,8,0,2,2,0,15,7,0,1927,10,90,18,8,44.44444444,3,2,6,4,1,-1
545,651054520051015,0,31,42,127,1,21,15,203,3,0,0,3,31,0,2,-1,0,1,8,0,1,11,0,0,0,0,1,1,4,4,0,0,0,0,0,31,9,383,5,320,1,0,0,2,2,44,26,4,13,4,16,0,2,5,0,6,7,2,1771,5,51,14,5,35.71428571,0,0,5,3,1,-1
651,651054520051015,0,17,47,142,1,37,18,222,1,1,0,4,68,0,3,19,0,0,0,0,0,0,0,0,0,0,2,1,2,2,0,0,0,0,0,17,6,208,4,227,1,0,0,2,2,38,30,6,14,4,35,0,2,3,1,8,9,2,1829,7,54,16,4,25,3,1,4,1,1,-1
539,651053920050903,0,23,39,264,2,15,9,90,0,1,0,2,34,0,4,58,0,1,16,1,1,16,0,0,0,0,1,1,3,2,0,0,0,0,0,23,5,211,5,314,2,0,0,4,2,49,16,6,18,0,0,0,1,8,0,11,4,3,1677,5,35,9,3,33.33333333,0,0,3,2,1,-1
651,651053920050903,0,13,36,97,0,39,21,200,2,1,0,3,60,0,1,1,0,0,0,0,1,8,0,0,0,0,1,0,1,1,1,0,0,0,0,13,8,362,3,112,0,0,0,1,1,40,16,6,34,3,30,0,2,3,0,4,12,1,1923,7,65,19,7,36.84210526,1,1,3,2,0,-1
490,651049020051231,0,14,47,173,1,19,9,127,1,0,0,0,0,0,3,16,0,0,0,0,1,0,0,0,0,0,2,0,2,2,0,0,0,0,0,14,7,279,3,190,1,1,0,2,1,46,24,12,63,6,49,0,2,4,1,8,5,1,1861,6,35,16,5,31.25,1,0,3,2,0,-1
651,651049020051231,0,0,44,136,0,30,10,159,0,1,0,1,14,0,5,26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,232,1,65,1,0,0,2,2,42,24,11,31,3,17,0,2,1,0,8,7,0,1739,4,20,18,6,33.33333333,3,1,2,0,0,-1
415,651041520051001,0,27,46,178,3,26,13,173,0,1,0,0,0,0,2,38,0,0,0,0,4,92,0,0,0,0,2,2,3,3,0,0,0,0,0,27,5,199,6,365,1,0,0,4,3,33,34,13,56,4,29,0,1,2,0,10,7,3,1889,7,56,13,5,38.46153846,1,1,6,3,1,-1
651,651041520051001,0,7,40,105,0,31,11,69,1,4,0,5,82,0,3,12,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,7,8,345,2,94,1,1,0,2,1,46,24,8,35,3,18,0,3,4,0,8,5,2,1711,7,53,18,6,33.33333333,1,1,1,1,0,-1
164,651016420051126,0,15,41,160,1,26,8,81,0,0,0,4,148,1,2,-5,0,0,0,0,3,18,0,0,0,0,1,0,2,1,0,0,0,0,1,15,10,304,3,154,0,0,0,2,2,29,42,10,45,3,34,0,2,3,0,7,4,1,1857,7,48,18,5,27.77777778,1,0,1,0,0,-1
651,651016420051126,0,10,40,83,0,26,10,168,1,3,0,3,44,0,6,76,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,10,8,256,4,230,0,0,0,2,2,28,42,7,31,3,21,0,1,2,0,5,6,0,1743,8,62,16,5,31.25,1,0,2,1,0,-1
648,648069420051029,0,16,28,65,0,37,22,242,2,1,0,1,29,0,1,0,0,0,0,0,1,1,0,0,0,0,2,1,1,1,1,0,0,0,0,16,5,189,5,313,2,0,0,3,2,48,19,4,25,1,16,3,0,4,0,3,13,1,1928,10,54,17,6,35.29411765,1,1,2,2,0,-1
694,648069420051029,0,15,35,172,1,32,14,99,0,1,0,3,61,0,2,-1,0,0,0,0,1,37,0,0,0,0,3,2,1,1,0,0,0,0,1,15,6,226,4,259,3,0,0,3,1,48,21,10,32,2,11,5,1,9,0,8,5,0,1672,4,30,17,6,35.29411765,1,0,3,1,1,-1
434,648043420051230,0,38,40,203,3,43,23,301,1,1,0,2,38,0,1,0,0,0,0,0,3,103,1,0,0,0,2,1,5,5,0,0,0,0,0,38,5,229,7,432,1,0,0,1,1,37,38,9,44,1,8,4,1,5,0,10,11,0,1721,8,87,19,6,31.57894737,5,4,4,3,0,-1
648,648043420051230,0,31,32,142,2,38,20,266,2,3,0,6,177,0,3,29,0,0,0,0,1,0,0,0,0,0,1,1,4,4,0,0,0,0,0,31,6,240,6,367,4,0,0,1,0,48,30,4,13,0,0,3,1,6,0,8,13,0,1879,5,52,13,5,38.46153846,1,1,5,3,1,-1
257,648025720050910,0,17,49,238,2,17,8,112,0,2,0,1,15,0,1,5,0,0,0,0,2,27,0,0,0,0,1,1,2,2,0,0,0,0,0,17,5,224,4,255,2,0,0,0,0,34,22,6,36,4,32,0,0,3,0,13,5,3,1981,9,90,10,3,30,1,0,4,2,1,-1
648,648025720050910,0,15,23,43,0,34,22,236,1,2,0,2,25,0,2,9,0,0,0,0,2,42,1,0,0,0,2,1,1,0,1,0,0,0,0,15,4,164,4,252,3,0,0,2,0,38,28,9,25,1,1,0,0,4,0,3,8,2,1619,7,43,12,4,33.33333333,1,0,2,1,1,-1
37,648003720051001,0,48,39,123,5,34,21,265,1,0,0,2,64,0,7,74,0,0,0,0,0,0,0,0,0,0,3,2,6,6,0,0,0,0,0,48,3,147,9,571,4,0,0,0,0,19,68,11,42,4,13,5,2,2,0,7,13,1,1869,3,35,14,6,42.85714286,2,1,8,6,1,-1
648,648003720051001,0,7,28,70,0,24,16,129,1,0,0,5,92,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,7,8,326,2,122,0,0,0,5,1,22,78,7,25,1,5,8,0,2,0,2,5,0,1731,9,62,12,2,16.66666667,2,0,0,0,0,-1
31,648003120051105,0,10,48,219,0,24,12,137,1,1,0,1,18,0,2,13,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,10,5,212,3,167,1,0,0,1,0,41,22,9,73,4.5,30,2,1,7,0,12,4,1,1927,7,77,14,4,28.57142857,4,0,3,1,1,-1
648,648003120051105,0,14,33,45,0,25,12,142,2,0,0,2,23,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,2,0,0,0,0,0,14,7,278,3,192,2,0,0,2,1,60,21,12.5,51,3.5,33,0,0,2,0,5,7,4,1673,2,10,14,6,42.85714286,0,0,2,1,0,-1
630,630073120051008,0,17,29,85,1,42,16,227,1,0,0,4,99,0,5,46,0,0,0,0,0,0,0,0,0,0,3,1,2,2,0,0,0,0,0,17,7,271,4,202,2,1,0,1,0,44,32,9,29,2,11,0,0,3,0,4,9,1,1697,8,82,18,4,22.22222222,4,2,2,1,0,-1
731,630073120051008,0,24,44,84,0,26,17,200,2,0,0,1,0,0,6,105,1,0,0,0,0,0,0,1,0,0,2,1,3,3,0,0,0,0,0,24,6,232,5,308,1,0,0,1,1,35,32,10,34,4,24,0,1,5,1,6,8,4,1903,6,35,18,7,38.88888889,3,1,3,0,1,-1
626,630062620050924,0,52,57,210,1,33,25,303,5,0,0,2,40,0,7,49,0,0,0,0,2,44,1,0,0,0,1,1,7,7,0,0,0,0,0,52,6,293,9,515,0,1,0,3,2,39,16,4,15,0,0,0,0,9,0,10,14,4,2168,13,87,19,9,47.36842105,2,1,4,3,1,-1
630,630062620050924,0,21,30,132,2,40,12,101,1,2,0,8,182,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,21,11,443,4,251,2,0,0,1,0,63,32,13,56,6,41,0,1,0,0,6,4,2,1432,7,66,17,0,0,4,4,2,2,0,-1
366,630036620051029,0,31,47,197,2,33,18,329,2,1,0,3,116,0,4,20,0,1,10,0,1,10,0,0,0,0,3,1,4,4,0,0,0,0,0,31,3,121,6,381,1,1,0,5,2,23,56,4,18,1,15,0,1,7,0,10,15,1,2065,5,60,17,9,52.94117647,0,0,6,3,1,-1
630,630036620051029,0,14,38,160,1,29,11,161,1,1,0,4,84,0,0,0,0,1,19,0,1,0,0,0,0,0,2,0,2,2,0,0,0,0,0,14,7,246,3,174,0,0,0,1,1,33,70,1,3,0,0,0,1,3,0,11,4,2,1535,12,71,15,5,33.33333333,0,0,3,1,0,-1
301,630030120050910,0,40,53,243,4,29,20,249,0,1,0,2,70,0,4,19,0,0,0,0,1,27,0,0,0,0,4,4,4,4,0,0,0,0,0,40,5,153,8,501,2,0,0,0,0,27,36,8,25,2,8,7,1,5,0,13,12,1,2045,8,46,14,6,42.85714286,0,0,6,3,3,-1
630,630030120050910,0,19,25,15,1,30,19,216,0,1,0,6,171,1,2,40,0,0,0,0,1,0,0,0,0,0,2,2,2,1,0,0,0,0,0,19,8,359,4,258,2,0,0,1,0,49,46,7,25,2,14,1,0,3,1,1,7,0,1555,5,46,14,3,21.42857143,1,0,4,1,2,-1
