,game_id,date,year,week,home_team,away_team,home_score,away_score,winner,score_diff,1st Downs_diff,3rd Down Attempts_diff,3rd Down Conversions_diff,4th Down conversions_diff,Fumbles Lost_diff,Passing Completions_diff,Passing Yards_diff,Penalties_diff,Penalty Yards_diff,Rushing Attempts_diff,Rushing Yards_diff,Time of Possession_diff,4th Down Attempts_diff,Interceptions Thrown_diff,Passing Attempts_diff
818,1381,11/18/2006,2006,1, Northwestern, Illinois,27,16, Northwestern,11,4,6,6,1,-1.0,18.0,204.0,-5.0,-31.0,26.0,-119.0,1086.0,-1.0,0.0,12.0
819,1383,11/18/2006,2006,1, Minnesota, Iowa,34,24, Minnesota,10,1,3,0,3,-1.0,-9.0,-97.0,3.0,17.0,6.0,10.0,310.0,2.0,-3.0,-8.0
820,1384,11/18/2006,2006,1, Kansas, Kansas State,39,20, Kansas,19,4,-5,-4,0,-1.0,-12.0,-136.0,0.0,-37.0,6.0,129.0,-190.0,-1.0,-1.0,-21.0
821,1388,11/18/2006,2006,1, Ohio State, Michigan,42,39, Ohio State,3,4,-2,2,0,2.0,8.0,49.0,-1.0,5.0,-1.0,57.0,-18.0,-1.0,1.0,6.0
822,1389,11/18/2006,2006,1, South Carolina, Middle Tennessee,52,7, South Carolina,45,0,-3,3,0,1.0,16.0,272.0,-5.0,-27.0,-4.0,73.0,-206.0,1.0,0.0,10.0
823,1390,11/18/2006,2006,1, LSU, Mississippi,23,20, LSU,3,1,-3,0,-1,0.0,11.0,128.0,-2.0,5.0,-13.0,-15.0,-430.0,-1.0,0.0,16.0
824,1391,11/18/2006,2006,1, Iowa State, Missouri,21,16, Iowa State,5,10,1,1,1,-1.0,-14.0,-157.0,0.0,-1.0,24.0,106.0,584.0,0.0,1.0,-17.0
825,1393,11/18/2006,2006,1, BYU, New Mexico,42,17, BYU,25,0,-1,4,-1,-1.0,6.0,219.0,2.0,30.0,1.0,16.0,94.0,-2.0,0.0,3.0
826,1397,11/18/2006,2006,1, Baylor, Oklahoma,10,36, Oklahoma,-26,-10,5,-3,1,-4.0,10.0,10.0,-2.0,-30.0,-21.0,-284.0,-26.0,4.0,1.0,26.0
827,1398,11/18/2006,2006,1, Stanford, Oregon State,7,30, Oregon State,-23,-6,-4,-2,-1,1.0,-7.0,-52.0,-4.0,-40.0,-26.0,-123.0,-1112.0,0.0,1.0,1.0
828,1400,11/18/2006,2006,1, TCU, San Diego State,52,0, TCU,52,14,-1,7,-1,1.0,11.0,293.0,3.0,25.0,25.0,244.0,404.0,0.0,-2.0,1.0
829,1402,11/18/2006,2006,1, Louisville, South Florida,31,8, Louisville,23,6,-1,3,0,1.0,4.0,37.0,3.0,33.0,6.0,123.0,204.0,0.0,-1.0,1.0
830,1403,11/18/2006,2006,1, Florida International, Louisiana-Lafayette,7,17, Louisiana-Lafayette,-10,-11,-5,-7,0,-1.0,9.0,53.0,2.0,25.0,-36.0,-217.0,-748.0,0.0,0.0,12.0
831,1405,11/18/2006,2006,1, Vanderbilt, Tennessee,10,39, Tennessee,-29,0,3,2,-1,-1.0,-10.0,-157.0,-3.0,-35.0,8.0,-54.0,420.0,-1.0,2.0,-6.0
832,1407,11/18/2006,2006,1, SMU, Tulsa,34,24, SMU,10,7,-2,-1,0,-1.0,-11.0,-40.0,3.0,31.0,-2.0,53.0,-500.0,-1.0,0.0,-11.0
833,1408,11/18/2006,2006,1, Notre Dame, Army,41,9, Notre Dame,32,7,-4,1,0,0.0,14.0,126.0,5.0,42.0,-1.0,163.0,-218.0,1.0,-1.0,9.0
834,1409,11/18/2006,2006,1, Boise State, Utah State,49,10, Boise State,39,9,-1,6,2,2.0,16.0,159.0,0.0,22.0,11.0,141.0,404.0,0.0,-1.0,8.0
835,1410,11/18/2006,2006,1, Air Force, Utah,14,17, Utah,-3,-4,-2,-3,0,0.0,-8.0,-18.0,-3.0,-40.0,6.0,-3.0,-298.0,-1.0,0.0,-16.0
836,1411,11/18/2006,2006,1, Wake Forest, Virginia Tech,6,27, Virginia Tech,-21,1,4,0,1,1.0,3.0,-57.0,-3.0,-38.0,-1.0,-30.0,-32.0,2.0,-1.0,8.0
837,1412,11/18/2006,2006,1, Washington State, Washington,32,35, Washington,-3,3,6,5,1,1.0,18.0,57.0,-4.0,-35.0,0.0,-7.0,212.0,2.0,-2.0,27.0
838,1413,11/18/2006,2006,1, Florida, Western Carolina,62,0, Florida,62,13,-3,5,2,0.0,14.0,265.0,5.0,55.0,6.0,258.0,-16.0,2.0,0.0,12.0
839,1416,11/21/2006,2006,1, Toledo, Bowling Green,31,21, Toledo,10,6,-4,0,-3,0.0,-14.0,-139.0,2.0,33.0,16.0,132.0,14.0,-4.0,-1.0,-29.0
840,1417,11/23/2006,2006,1, Miami (Florida), Boston College,17,14, Miami (Florida),3,2,-1,0,0,0.0,-4.0,12.0,-1.0,-8.0,9.0,42.0,420.0,-2.0,2.0,-8.0
841,1418,11/24/2006,2006,1, Louisiana Tech, Fresno State,27,34, Fresno State,-7,-4,3,1,0,-2.0,4.0,47.0,-3.0,-16.0,-2.0,-170.0,366.0,0.0,1.0,8.0
842,1419,11/24/2006,2006,1, Buffalo, Central Michigan,28,55, Central Michigan,-27,3,3,1,0,1.0,5.0,-121.0,-4.0,-40.0,-2.0,77.0,320.0,0.0,1.0,21.0
843,1420,11/24/2006,2006,1, Nebraska, Colorado,37,14, Nebraska,23,6,2,3,3,2.0,9.0,147.0,2.0,-4.0,15.0,24.0,698.0,2.0,0.0,7.0
844,1422,11/24/2006,2006,1, Arkansas, LSU,26,31, LSU,-5,7,2,2,0,-2.0,-9.0,-148.0,6.0,30.0,3.0,180.0,-424.0,2.0,1.0,-2.0
845,1423,11/24/2006,2006,1, Eastern Michigan, Northern Illinois,0,27, Northern Illinois,-27,-13,-6,-9,-1,0.0,-14.0,-194.0,3.0,22.0,-21.0,-195.0,-850.0,-2.0,-3.0,-19.0
846,1429,11/24/2006,2006,1, Akron, Western Michigan,0,17, Western Michigan,-17,-4,-5,-5,-2,1.0,-4.0,-85.0,2.0,-1.0,-22.0,-123.0,-624.0,-2.0,0.0,-2.0
847,1430,11/25/2006,2006,1, UCF, UAB,31,22, UCF,9,-3,2,6,-2,1.0,-5.0,-11.0,-4.0,-25.0,11.0,116.0,0.0,-3.0,1.0,-16.0
848,1431,11/25/2006,2006,1, Arizona, Arizona State,14,28, Arizona State,-14,-8,2,-1,-1,-1.0,0.0,-79.0,-3.0,-24.0,-22.0,-182.0,-572.0,0.0,1.0,14.0
849,1433,11/25/2006,2006,1, Nevada, Boise State,7,38, Boise State,-31,-11,-3,-4,-1,4.0,-14.0,-264.0,2.0,14.0,-30.0,-72.0,-936.0,-4.0,-1.0,-12.0
850,1434,11/25/2006,2006,1, Utah, BYU,31,33, BYU,-2,2,3,1,1,0.0,-3.0,1.0,0.0,3.0,9.0,44.0,34.0,2.0,0.0,-3.0
851,1436,11/25/2006,2006,1, North Carolina State, East Carolina,16,21, East Carolina,-5,-6,-3,-3,0,0.0,3.0,-34.0,3.0,35.0,-9.0,-17.0,-10.0,-1.0,1.0,-1.0
852,1437,11/25/2006,2006,1, Florida Atlantic, Florida International,31,0, Florida Atlantic,31,3,4,7,0,0.0,0.0,66.0,-2.0,-38.0,26.0,92.0,687.0,-1.0,-1.0,-9.0
853,1438,11/25/2006,2006,1, Florida State, Florida,14,21, Florida,-7,-3,-1,-3,0,-1.0,-3.0,-94.0,-3.0,-38.0,-14.0,-59.0,-446.0,3.0,3.0,8.0
854,1441,11/25/2006,2006,1, Tennessee, Kentucky,17,12, Tennessee,5,1,0,0,2,1.0,-7.0,-42.0,1.0,7.0,4.0,-32.0,-56.0,-1.0,0.0,-6.0
855,1442,11/25/2006,2006,1, Pittsburgh, Louisville,24,48, Louisville,-24,-1,1,-2,2,0.0,11.0,-9.0,-1.0,-20.0,-7.0,-92.0,172.0,5.0,3.0,22.0
856,1443,11/25/2006,2006,1, Southern Mississippi, Marshall,42,7, Southern Mississippi,35,6,5,7,0,-2.0,7.0,6.0,-8.0,-60.0,13.0,76.0,796.0,-1.0,-2.0,5.0
857,1444,11/25/2006,2006,1, UTEP, Memphis,19,38, Memphis,-19,-8,-2,-2,-1,2.0,10.0,180.0,-1.0,-1.0,-27.0,-153.0,-504.0,-2.0,2.0,18.0
858,1445,11/25/2006,2006,1, Mississippi, Mississippi State,20,17, Mississippi,3,-8,0,-1,0,0.0,-6.0,-20.0,3.0,35.0,-8.0,-94.0,-390.0,1.0,-1.0,-11.0
859,1446,11/25/2006,2006,1, Duke, North Carolina,44,45, North Carolina,-1,-2,0,0,-1,-2.0,1.0,38.0,-3.0,-55.0,-5.0,-97.0,-28.0,-1.0,1.0,5.0
860,1448,11/25/2006,2006,1, Louisiana-Monroe, North Texas,23,3, Louisiana-Monroe,20,9,1,4,-1,0.0,1.0,130.0,1.0,-5.0,22.0,142.0,538.0,-2.0,-2.0,-2.0
861,1449,11/25/2006,2006,1, USC, Notre Dame,44,24, USC,20,1,-7,-2,0,-1.0,-5.0,-9.0,-2.0,3.0,1.0,9.0,-106.0,-4.0,2.0,-17.0
862,1451,11/25/2006,2006,1, Hawai'i, Purdue,42,35, Hawai'i,7,6,-8,-6,0,1.0,3.0,52.0,-2.0,2.0,-7.0,129.0,-230.0,1.0,-1.0,5.0
863,1453,11/25/2006,2006,1, Idaho, San Jose State,13,28, San Jose State,-15,0,0,-1,0,-1.0,-3.0,-48.0,0.0,13.0,-9.0,-33.0,-500.0,0.0,1.0,3.0
864,1454,11/25/2006,2006,1, Clemson, South Carolina,28,31, South Carolina,-3,-6,1,-1,-1,0.0,-11.0,-93.0,-2.0,-5.0,-2.0,-27.0,-354.0,-2.0,-2.0,-18.0
865,1456,11/25/2006,2006,1, Rice, SMU,31,27, Rice,4,2,1,3,-1,-1.0,5.0,68.0,-4.0,-52.0,4.0,-62.0,210.0,-1.0,0.0,2.0
866,1460,11/25/2006,2006,1, Virginia Tech, Virginia,17,0, Virginia Tech,17,5,5,7,0,-1.0,2.0,80.0,-3.0,-16.0,22.0,110.0,872.0,1.0,0.0,-3.0
867,1461,11/25/2006,2006,1, Maryland, Wake Forest,24,38, Wake Forest,-14,-8,-2,-1,-2,0.0,4.0,57.0,1.0,-4.0,-24.0,-102.0,-626.0,-1.0,2.0,13.0
868,1462,11/30/2006,2006,1, Ohio, Central Michigan,10,31, Central Michigan,-21,5,6,3,1,1.0,-5.0,-177.0,2.0,15.0,18.0,-56.0,732.0,1.0,1.0,-3.0
869,1463,12/01/2006,2006,1, Houston, Southern Mississippi,34,20, Houston,14,3,-4,-5,3,-1.0,3.0,90.0,4.0,20.0,0.0,4.0,-352.0,2.0,0.0,0.0
870,1464,12/02/2006,2006,1, Florida, Arkansas,38,28, Florida,10,4,-1,-2,1,-1.0,5.0,15.0,3.0,42.0,-5.0,70.0,-236.0,2.0,-1.0,5.0
871,1465,12/02/2006,2006,1, San Jose State, Fresno State,24,14, San Jose State,10,-1,-1,-2,1,1.0,-6.0,1.0,-2.0,-35.0,0.0,33.0,-366.0,2.0,-3.0,-10.0
872,1466,12/02/2006,2006,1, San Diego State, Colorado State,17,6, San Diego State,11,-1,-9,-5,-2,1.0,-14.0,-124.0,4.0,38.0,-6.0,71.0,-652.0,-4.0,-1.0,-22.0
873,1467,12/02/2006,2006,1, Louisville, Connecticut,48,17, Louisville,31,6,1,3,2,1.0,14.0,260.0,-6.0,-46.0,13.0,74.0,642.0,1.0,0.0,10.0
874,1468,12/02/2006,2006,1, New Mexico State, Louisiana Tech,50,23, New Mexico State,27,0,-2,0,1,0.0,20.0,222.0,1.0,18.0,-3.0,-2.0,27.0,0.0,-3.0,17.0
875,1470,12/02/2006,2006,1, Louisiana-Lafayette, Louisiana-Monroe,20,39, Louisiana-Monroe,-19,5,7,4,3,-1.0,11.0,-55.0,0.0,1.0,8.0,0.0,424.0,7.0,3.0,24.0
876,1472,12/02/2006,2006,1, West Virginia, Rutgers,41,39, West Virginia,2,0,5,4,0,0.0,-5.0,-34.0,4.0,30.0,10.0,21.0,204.0,0.0,1.0,4.0
877,1473,12/02/2006,2006,1, UCLA, USC,13,9, UCLA,4,2,-4,-2,-1,1.0,-11.0,-160.0,-6.0,-34.0,7.0,66.0,-214.0,-3.0,-1.0,-18.0
878,1474,12/02/2006,2006,1, California, Stanford,26,17, California,9,1,0,-1,0,-1.0,-1.0,13.0,-3.0,-24.0,0.0,62.0,-250.0,-1.0,0.0,0.0
879,1475,12/02/2006,2006,1, Florida International, Troy,13,26, Troy,-13,-6,5,4,0,0.0,21.0,172.0,1.0,-2.0,-18.0,-225.0,440.0,0.0,1.0,28.0
880,1476,12/02/2006,2006,1, TCU, Air Force,38,14, TCU,24,2,3,6,-3,-2.0,19.0,192.0,3.0,22.0,-2.0,43.0,416.0,-4.0,-1.0,21.0
881,1477,12/02/2006,2006,1, Navy, Army,26,14, Navy,12,7,1,3,0,1.0,-15.0,-140.0,-2.0,-19.0,18.0,162.0,-4.0,1.0,-2.0,-17.0
882,1479,12/19/2006,2006,1, TCU, Northern Illinois,37,7, TCU,30,10,1,5,0,0.0,13.0,178.0,7.0,80.0,17.0,218.0,288.0,0.0,-1.0,10.0
883,1480,12/21/2006,2006,1, Oregon, BYU,8,38, BYU,-30,0,0,-3,0,0.0,-12.0,-209.0,1.0,5.0,-1.0,-79.0,-528.0,2.0,0.0,-13.0
884,1482,12/23/2006,2006,1, San Jose State, New Mexico,20,12, San Jose State,8,-7,-6,-4,0,-4.0,-13.0,-40.0,2.0,6.0,-3.0,-57.0,-586.0,1.0,0.0,-27.0
885,1483,12/23/2006,2006,1, East Carolina, South Florida,7,24, South Florida,-17,1,2,3,-3,1.0,6.0,133.0,-3.0,-35.0,-11.0,-102.0,-106.0,-2.0,0.0,26.0
886,1486,12/26/2006,2006,1, Central Michigan, Middle Tennessee,31,14, Central Michigan,17,5,-3,-1,0,0.0,-11.0,-97.0,-6.0,-48.0,2.0,88.0,-802.0,-1.0,-2.0,-15.0
887,1488,12/28/2006,2006,1, Alabama, Oklahoma State,31,34, Oklahoma State,-3,-7,3,4,-2,1.0,3.0,-44.0,-1.0,-32.0,-7.0,-99.0,222.0,-2.0,0.0,3.0
888,1489,12/28/2006,2006,1, Kansas State, Rutgers,10,37, Rutgers,-27,-7,-4,-5,1,1.0,-4.0,-137.0,4.0,29.0,-16.0,-180.0,-760.0,2.0,2.0,-4.0
889,1492,12/29/2006,2006,1, Missouri, Oregon State,38,39, Oregon State,-1,1,-2,-1,-1,1.0,-14.0,3.0,-1.0,0.0,4.0,101.0,-430.0,-2.0,-1.0,-22.0
890,1493,12/29/2006,2006,1, Maryland, Purdue,24,7, Maryland,17,10,4,3,1,-1.0,-8.0,-41.0,1.0,-2.0,37.0,185.0,1176.0,1.0,-1.0,-12.0
891,1494,12/29/2006,2006,1, Houston, South Carolina,36,44, South Carolina,-8,-1,2,1,1,1.0,8.0,69.0,-5.0,-53.0,-8.0,-54.0,-398.0,2.0,0.0,11.0
892,1495,12/29/2006,2006,1, Minnesota, Texas Tech,41,44, Texas Tech,-3,6,4,-1,1,-2.0,-17.0,-182.0,1.0,-7.0,23.0,92.0,698.0,1.0,0.0,-24.0
893,1497,12/30/2006,2006,1, Iowa, Texas,24,26, Texas,-2,1,-2,0,-1,0.0,-11.0,-34.0,2.0,-7.0,13.0,19.0,112.0,-1.0,1.0,-15.0
894,1499,12/31/2006,2006,1, Nevada, Miami (Florida),20,21, Miami (Florida),-1,6,5,1,1,0.0,10.0,-65.0,-5.0,-66.0,7.0,62.0,484.0,1.0,0.0,13.0
895,1500,01/01/2007,2006,1, Wisconsin, Arkansas,17,14, Wisconsin,3,-6,0,2,0,1.0,-1.0,70.0,-8.0,-88.0,-6.0,-237.0,-58.0,-1.0,0.0,2.0
896,1501,01/01/2007,2006,1, Nebraska, Auburn,14,17, Auburn,-3,1,2,1,0,-1.0,4.0,15.0,-2.0,0.0,3.0,37.0,360.0,2.0,1.0,6.0
897,1502,01/01/2007,2006,1, Oklahoma, Boise State,42,43, Boise State,-1,3,-4,-2,-2,-1.0,-1.0,-34.0,-2.0,-28.0,3.0,64.0,-516.0,-2.0,2.0,2.0
898,1504,01/01/2007,2006,1, Penn State, Tennessee,20,10, Penn State,10,3,-1,-2,0,-2.0,-11.0,-70.0,-1.0,-10.0,17.0,100.0,364.0,-1.0,-1.0,-12.0
899,1505,01/01/2007,2006,1, Georgia Tech, West Virginia,35,38, West Virginia,-3,-7,1,0,0,1.0,10.0,195.0,2.0,7.0,-13.0,-151.0,-126.0,0.0,1.0,14.0
900,1506,01/02/2007,2006,1, Wake Forest, Louisville,13,24, Louisville,-11,-3,-1,-1,-1,0.0,-4.0,-61.0,2.0,25.0,-8.0,-14.0,-288.0,-2.0,1.0,-2.0
901,1507,01/03/2007,2006,1, LSU, Notre Dame,41,14, LSU,27,9,-6,-5,1,1.0,6.0,184.0,5.0,55.0,6.0,102.0,212.0,0.0,-1.0,-1.0
902,1508,01/06/2007,2006,1, Cincinnati, Western Michigan,27,24, Cincinnati,3,1,-2,1,-1,1.0,-4.0,-39.0,-1.0,1.0,5.0,18.0,30.0,-1.0,0.0,-8.0
903,1509,01/07/2007,2006,1, Southern Mississippi, Ohio,28,7, Southern Mississippi,21,4,-1,4,-2,0.0,-1.0,-17.0,0.0,11.0,17.0,77.0,610.0,-4.0,-1.0,-15.0
904,1510,01/08/2007,2006,1, Ohio State, Florida,14,41, Florida,-27,-1,-10,-9,-2,1.0,-22.0,-179.0,-1.0,0.0,-20.0,-109.0,-1296.0,-2.0,1.0,-23.0
905,1511,08/30/2007,2007,1, Rutgers, Buffalo,38,3, Rutgers,35,6,-4,3,0,1.0,-3.0,163.0,2.0,6.0,7.0,165.0,-56.0,-1.0,0.0,-7.0
906,1514,08/30/2007,2007,1, Ball State, Miami (Ohio),13,14, Miami (Ohio),-1,-3,4,1,1,0.0,5.0,80.0,-1.0,-12.0,-4.0,-38.0,-388.0,2.0,-2.0,12.0
907,1517,08/30/2007,2007,1, Cincinnati, Southeast Missouri State,59,3, Cincinnati,56,10,0,3,2,-3.0,12.0,214.0,-4.0,-25.0,10.0,139.0,-22.0,2.0,-1.0,14.0
908,1518,08/30/2007,2007,1, New Mexico State, Southeastern Louisiana,35,14, New Mexico State,21,1,-4,2,0,0.0,11.0,144.0,2.0,-24.0,-10.0,30.0,-508.0,-1.0,3.0,9.0
909,1519,08/30/2007,2007,1, Louisiana-Monroe, Tulsa,17,35, Tulsa,-18,2,-1,-4,0,0.0,-15.0,-241.0,-2.0,-4.0,-12.0,-4.0,-448.0,2.0,-1.0,-10.0
910,1522,08/31/2007,2007,1, Temple, Navy,19,30, Navy,-11,-13,1,1,-1,-2.0,18.0,121.0,1.0,-9.0,-31.0,-287.0,130.0,-1.0,2.0,22.0
911,1523,08/31/2007,2007,1, Syracuse, Washington,12,42, Washington,-30,-13,4,-1,1,1.0,5.0,57.0,-1.0,-11.0,-12.0,-294.0,222.0,1.0,0.0,11.0
912,1524,09/01/2007,2007,1, Michigan State, UAB,55,18, Michigan State,37,12,-7,0,0,0.0,1.0,81.0,-1.0,15.0,16.0,286.0,-14.0,0.0,-1.0,-9.0
913,1527,09/01/2007,2007,1, Texas, Arkansas State,21,13, Texas,8,-1,3,6,1,0.0,-2.0,-49.0,0.0,25.0,4.0,-8.0,-24.0,1.0,1.0,-4.0
914,1529,09/01/2007,2007,1, Minnesota, Bowling Green,31,32, Bowling Green,-1,7,4,6,-1,1.0,-20.0,-224.0,-2.0,-50.0,26.0,146.0,372.0,-1.0,2.0,-22.0
915,1532,09/01/2007,2007,1, North Carolina State, UCF,23,25, UCF,-2,-3,1,3,-1,0.0,12.0,179.0,3.0,38.0,-11.0,-121.0,60.0,0.0,2.0,14.0
916,1533,09/01/2007,2007,1, Kansas, Central Michigan,52,7, Kansas,45,5,-1,2,2,-1.0,6.0,128.0,-3.0,-14.0,15.0,116.0,248.0,2.0,0.0,-3.0
917,1535,09/01/2007,2007,1, Duke, Connecticut,14,45, Connecticut,-31,-8,-6,-4,-1,0.0,-7.0,-144.0,-5.0,-32.0,-19.0,-174.0,-686.0,0.0,2.0,-1.0
918,1538,09/01/2007,2007,1, Pittsburgh, Eastern Michigan,27,3, Pittsburgh,24,5,3,5,0,0.0,0.0,89.0,-1.0,-5.0,19.0,91.0,344.0,-1.0,-1.0,-5.0
919,1540,09/01/2007,2007,1, Notre Dame, Georgia Tech,3,33, Georgia Tech,-30,-7,3,1,2,3.0,4.0,9.0,-3.0,-28.0,-2.0,-267.0,40.0,2.0,0.0,-2.0
920,1541,09/01/2007,2007,1, Oregon, Houston,48,27, Oregon,21,-2,-2,-1,-1,-2.0,-13.0,-96.0,-6.0,-6.0,0.0,24.0,-340.0,-2.0,-2.0,-24.0
921,1543,09/01/2007,2007,1, Indiana, Indiana State,55,7, Indiana,48,4,-4,2,0,0.0,-7.0,169.0,-2.0,-3.0,22.0,171.0,128.0,0.0,-1.0,-14.0
922,1546,09/01/2007,2007,1, Auburn, Kansas State,23,13, Auburn,10,0,-3,-2,0,-1.0,-16.0,-60.0,-8.0,-70.0,21.0,35.0,272.0,-1.0,0.0,-28.0
923,1547,09/01/2007,2007,1, Miami (Florida), Marshall,31,3, Miami (Florida),28,8,-10,-4,-1,0.0,-10.0,-102.0,-5.0,-17.0,8.0,209.0,-488.0,-1.0,-3.0,-14.0
924,1548,09/01/2007,2007,1, Florida Atlantic, Middle Tennessee,27,14, Florida Atlantic,13,7,-3,-4,0,-1.0,-8.0,-4.0,-5.0,-51.0,10.0,198.0,18.0,0.0,-2.0,-5.0
925,1549,09/01/2007,2007,1, Memphis, Mississippi,21,23, Mississippi,-2,5,6,2,2,-2.0,22.0,142.0,1.0,11.0,6.0,50.0,382.0,2.0,4.0,31.0
926,1553,09/01/2007,2007,1, UTEP, New Mexico,10,6, UTEP,4,-6,-10,-6,-3,0.0,-17.0,-109.0,-3.0,-40.0,-26.0,-79.0,-1006.0,-3.0,1.0,-15.0
927,1554,09/01/2007,2007,1, Rice, Nicholls State,14,16, Nicholls State,-2,-5,2,3,0,0.0,8.0,14.0,-8.0,-84.0,-16.0,-77.0,-42.0,0.0,3.0,21.0
928,1555,09/01/2007,2007,1, Oklahoma, North Texas,79,10, Oklahoma,69,6,-4,5,1,2.0,6.0,171.0,0.0,26.0,14.0,250.0,244.0,1.0,-3.0,-10.0
929,1558,09/01/2007,2007,1, Georgia, Oklahoma State,35,14, Georgia,21,1,2,4,1,0.0,1.0,38.0,0.0,1.0,13.0,72.0,778.0,0.0,-1.0,-7.0
930,1559,09/01/2007,2007,1, Toledo, Purdue,24,52, Purdue,-28,0,6,1,1,-2.0,6.0,-90.0,3.0,39.0,9.0,-72.0,692.0,4.0,1.0,10.0
931,1560,09/01/2007,2007,1, Vanderbilt, Richmond,41,17, Vanderbilt,24,0,2,4,-1,1.0,1.0,123.0,-2.0,-12.0,0.0,13.0,-390.0,-2.0,-3.0,-4.0
932,1561,09/01/2007,2007,1, Arizona State, San Jose State,45,3, Arizona State,42,14,3,9,0,1.0,12.0,195.0,3.0,15.0,27.0,210.0,860.0,1.0,-2.0,9.0
933,1562,09/01/2007,2007,1, Air Force, South Carolina State,34,3, Air Force,31,9,1,3,1,-1.0,0.0,86.0,-2.0,-2.0,26.0,209.0,474.0,2.0,0.0,-10.0
934,1564,09/01/2007,2007,1, California, Tennessee,45,31, California,14,6,-1,0,0,0.0,-13.0,-30.0,4.0,27.0,10.0,119.0,-28.0,-1.0,0.0,-19.0
935,1567,09/01/2007,2007,1, Akron, Army,22,14, Akron,8,3,-6,-5,0,0.0,-6.0,-30.0,3.0,12.0,6.0,75.0,-198.0,-2.0,-2.0,-15.0
936,1569,09/01/2007,2007,1, Wyoming, Virginia,23,3, Wyoming,20,12,7,7,1,1.0,11.0,150.0,1.0,0.0,37.0,202.0,1238.0,2.0,-1.0,5.0
937,1570,09/01/2007,2007,1, Boston College, Wake Forest,38,28, Boston College,10,-2,-5,0,-1,1.0,-13.0,42.0,4.0,30.0,3.0,52.0,-482.0,-3.0,-2.0,-8.0
938,1574,09/01/2007,2007,1, West Virginia, Western Michigan,62,24, West Virginia,38,13,-9,-1,0,1.0,-13.0,-19.0,-9.0,-83.0,13.0,284.0,-302.0,1.0,-2.0,-21.0
939,1576,09/01/2007,2007,1, Louisiana Tech, Central Arkansas,28,7, Louisiana Tech,21,0,-9,-5,-3,1.0,-18.0,-205.0,2.0,24.0,-6.0,80.0,-942.0,-1.0,-5.0,-29.0
940,1577,09/01/2007,2007,1, South Florida, Elon,28,13, South Florida,15,1,-6,3,-1,1.0,-11.0,12.0,2.0,29.0,3.0,102.0,-598.0,-1.0,-1.0,-16.0
941,1580,09/03/2007,2007,1, SMU, Texas Tech,9,49, Texas Tech,-40,1,0,-6,2,1.0,-34.0,-318.0,-3.0,-28.0,13.0,35.0,-542.0,1.0,2.0,-32.0
942,1583,09/07/2007,2007,1, Rutgers, Navy,41,24, Rutgers,17,-2,-5,-2,0,0.0,9.0,231.0,6.0,60.0,-11.0,-44.0,112.0,0.0,-2.0,7.0
943,1584,09/08/2007,2007,1, Ohio State, Akron,20,2, Ohio State,18,8,0,5,1,2.0,3.0,101.0,0.0,-4.0,22.0,193.0,406.0,1.0,2.0,-1.0
944,1588,09/08/2007,2007,1, Washington, Boise State,24,10, Washington,14,1,-1,2,-3,0.0,-15.0,-76.0,-4.0,-28.0,8.0,30.0,18.0,-4.0,-2.0,-21.0
945,1589,09/08/2007,2007,1, Michigan State, Bowling Green,28,17, Michigan State,11,4,-5,-1,-1,0.0,-15.0,-45.0,-1.0,-8.0,16.0,95.0,-8.0,-1.0,0.0,-22.0
946,1591,09/08/2007,2007,1, Temple, Buffalo,7,42, Buffalo,-35,-11,1,-6,-1,-1.0,-5.0,-13.0,2.0,-12.0,-20.0,-260.0,-702.0,0.0,1.0,5.0
947,1593,09/08/2007,2007,1, Texas A&M, Fresno State,47,45, Texas A&M,2,10,2,2,-1,-1.0,-8.0,-181.0,1.0,36.0,15.0,179.0,496.0,-1.0,-1.0,-7.0
948,1594,09/08/2007,2007,1, Colorado State, California,28,34, California,-6,0,-1,0,0,1.0,2.0,155.0,-2.0,-21.0,11.0,-88.0,322.0,1.0,2.0,1.0
949,1595,09/08/2007,2007,1, Arizona State, Colorado,33,14, Arizona State,19,6,0,1,2,1.0,2.0,97.0,5.0,91.0,18.0,106.0,462.0,-1.0,0.0,-10.0
950,1596,09/08/2007,2007,1, Virginia, Duke,24,13, Virginia,11,0,-5,0,-2,2.0,7.0,46.0,-1.0,1.0,0.0,49.0,14.0,-2.0,-1.0,-3.0
951,1597,09/08/2007,2007,1, Purdue, Eastern Illinois,52,6, Purdue,46,10,3,7,1,-1.0,20.0,202.0,-2.0,0.0,16.0,95.0,764.0,-1.0,0.0,13.0
952,1599,09/08/2007,2007,1, Pittsburgh, Grambling,34,10, Pittsburgh,24,-3,-6,-2,0,1.0,-4.0,47.0,-4.0,-17.0,4.0,35.0,8.0,-3.0,-1.0,-17.0
953,1600,09/08/2007,2007,1, Louisiana Tech, Hawai'i,44,45, Hawai'i,-1,7,3,-1,1,-2.0,-20.0,-361.0,-1.0,-10.0,29.0,178.0,308.0,1.0,-1.0,-25.0
954,1601,09/08/2007,2007,1, Western Michigan, Indiana,27,37, Indiana,-10,-6,-2,1,1,3.0,9.0,133.0,1.0,18.0,-23.0,-191.0,-320.0,1.0,1.0,14.0
955,1602,09/08/2007,2007,1, Kentucky, Kent State,56,20, Kentucky,36,-7,-8,-6,-1,-2.0,3.0,89.0,-1.0,-20.0,-20.0,-58.0,-592.0,-1.0,-2.0,-7.0
