,game_id,date,year,week,home_team,away_team,home_score,away_score,winner,score_diff,1st Downs_diff,3rd Down Attempts_diff,3rd Down Conversions_diff,4th Down conversions_diff,Fumbles Lost_diff,Passing Completions_diff,Passing Yards_diff,Penalties_diff,Penalty Yards_diff,Rushing Attempts_diff,Rushing Yards_diff,Time of Possession_diff,4th Down Attempts_diff,Interceptions Thrown_diff,Passing Attempts_diff
1317,2206,11/22/2007,2007,1,Arizona State,USC,24,44,0,-20,-2,0,-2,0,1,-4,-132,-7,-54,-2,-117,-92,0,0,-9
1318,2207,11/23/2007,2007,1,LSU,Arkansas,48,50,0,-2,-1,5,2,1,-1,9,81,-5,-27,-5,-181,174,0,0,23
1319,2209,11/23/2007,2007,1,Akron,Central Michigan,32,35,0,-3,-8,0,1,-1,0,-10,-172,-2,-45,-8,-144,206,-3,-1,-16
1320,2210,11/23/2007,2007,1,Mississippi State,Mississippi,17,14,1,3,-8,-5,-5,0,0,5,77,3,38,-25,-123,-754,0,0,6
1321,2212,11/23/2007,2007,1,Texas A&M,Texas,38,30,1,8,7,3,5,-2,-2,8,133,6,45,18,43,1212,-1,1,6
1322,2213,11/23/2007,2007,1,Bowling Green,Toledo,37,10,1,27,7,1,1,1,0,1,-14,0,-12,16,135,586,0,-3,-4
1323,2214,11/23/2007,2007,1,Colorado State,Wyoming,36,28,1,8,1,6,4,1,-1,-5,16,-6,-70,25,53,584,0,1,-12
1324,2215,11/24/2007,2007,1,Auburn,Alabama,17,10,1,7,3,-2,0,0,0,0,4,-3,-3,5,53,138,0,0,-4
1325,2216,11/24/2007,2007,1,Marshall,UAB,46,39,1,7,4,-6,-5,0,0,-1,-80,2,9,8,70,644,-1,0,-14
1326,2219,11/24/2007,2007,1,Kent State,Buffalo,23,30,0,-7,8,1,1,1,0,-23,-151,-2,-8,23,168,-26,0,0,-23
1327,2223,11/24/2007,2007,1,North Carolina,Duke,20,14,1,6,0,-7,-6,1,-1,-10,-140,0,10,-16,29,-766,1,2,-7
1328,2225,11/24/2007,2007,1,Florida,Florida State,45,12,1,33,11,-1,4,0,0,-1,74,8,67,13,180,200,-2,0,-9
1329,2226,11/24/2007,2007,1,Georgia Tech,Georgia,17,31,0,-14,0,3,3,0,0,-2,-35,0,-5,0,-82,-2,2,2,3
1330,2227,11/24/2007,2007,1,Fresno State,Kansas State,45,29,1,16,8,0,1,2,2,-4,57,-1,-73,34,110,1384,0,-1,-13
1331,2228,11/24/2007,2007,1,North Carolina State,Maryland,0,37,0,-37,-9,-3,-7,0,0,6,23,-2,-4,-33,-239,-950,3,1,20
1332,2229,11/24/2007,2007,1,Ohio,Miami (Ohio),38,29,1,9,0,-4,0,-1,1,-13,-129,-1,-11,-3,-51,-710,-3,-2,-27
1333,2230,11/24/2007,2007,1,Boston College,Miami (Florida),28,14,1,14,-2,-3,-1,0,1,3,171,-2,-2,-14,10,-542,-3,1,1
1334,2231,11/24/2007,2007,1,Kansas,Missouri,28,36,0,-8,-7,-2,-2,2,0,-13,-19,-12,-115,-21,-109,-890,0,2,-1
1335,2232,11/24/2007,2007,1,New Mexico,UNLV,27,6,1,21,-1,-1,1,0,2,4,68,1,9,4,80,2,-1,0,-6
1336,2233,11/24/2007,2007,1,San Jose State,Nevada,27,24,1,3,-4,7,3,1,-2,18,94,-2,-25,5,-88,768,2,1,23
1337,2234,11/24/2007,2007,1,Louisiana-Lafayette,Louisiana-Monroe,11,17,0,-6,-5,0,-2,0,1,8,141,-5,-47,-15,-16,-566,1,1,19
1338,2236,11/24/2007,2007,1,Oklahoma,Oklahoma State,49,17,1,32,6,-3,2,1,-1,4,76,-3,-20,17,112,360,0,1,-6
1339,2237,11/24/2007,2007,1,UCLA,Oregon,16,0,1,16,2,-5,-3,0,-1,-7,-41,-3,-15,12,113,232,-1,-1,-22
1340,2239,11/24/2007,2007,1,Memphis,SMU,55,52,1,3,5,8,5,1,0,-3,-32,-6,-50,6,7,332,0,-1,13
1341,2241,11/24/2007,2007,1,Kentucky,Tennessee,50,52,0,-2,0,5,4,1,1,11,33,-3,-59,11,11,424,-1,-1,17
1342,2243,11/24/2007,2007,1,Houston,Texas Southern,59,6,1,53,15,-4,2,-1,0,8,156,6,51,16,329,160,-1,-2,-2
1343,2244,11/24/2007,2007,1,UCF,UTEP,36,20,1,16,12,4,6,1,0,-1,-25,-1,-5,36,185,894,0,-1,-9
1344,2245,11/24/2007,2007,1,East Carolina,Tulane,35,12,1,23,3,-3,2,-1,1,-6,-6,2,-10,14,111,-144,-1,-1,-17
1345,2246,11/24/2007,2007,1,Rice,Tulsa,43,48,0,-5,3,3,2,2,0,18,100,1,13,0,8,554,3,0,28
1346,2247,11/24/2007,2007,1,Idaho,Utah State,19,24,0,-5,4,4,4,1,1,3,73,1,15,8,83,284,2,3,12
1347,2249,11/24/2007,2007,1,Virginia,Virginia Tech,21,33,0,-12,1,4,3,0,0,0,-155,-2,-9,-10,-34,-274,1,0,2
1348,2250,11/24/2007,2007,1,Vanderbilt,Wake Forest,17,31,0,-14,-7,3,2,1,1,11,187,-5,-33,-15,-134,-292,2,1,27
1349,2252,11/24/2007,2007,1,North Texas,Western Kentucky,27,26,1,1,-1,0,1,-1,-2,5,79,-3,-28,-12,-31,-152,1,3,19
1350,2253,11/29/2007,2007,1,Louisville,Rutgers,41,38,1,3,3,2,3,-1,1,-9,-28,3,14,8,87,-282,0,0,-10
1351,2255,12/01/2007,2007,1,Arizona State,Arizona,20,17,1,3,4,4,1,0,0,-8,-25,-3,-38,21,53,522,-1,-2,-15
1352,2256,12/01/2007,2007,1,San Diego State,BYU,27,48,0,-21,-15,12,7,0,0,14,61,0,-7,-26,-243,-520,1,0,29
1353,2257,12/01/2007,2007,1,Stanford,California,20,13,1,7,-1,-1,1,-1,0,-1,-56,-5,-88,15,12,236,-1,-1,-14
1354,2258,12/01/2007,2007,1,USC,UCLA,24,7,1,17,12,5,5,0,-2,8,50,-1,0,24,219,940,1,0,7
1355,2259,12/01/2007,2007,1,Troy,Florida Atlantic,32,38,0,-6,4,3,-1,2,2,13,-20,5,49,2,34,268,3,1,16
1356,2261,12/01/2007,2007,1,Central Michigan,Miami (Ohio),35,10,1,25,10,-4,2,-1,0,-5,-69,3,34,19,215,-122,-2,0,-16
1357,2263,12/01/2007,2007,1,Missouri,Oklahoma,17,38,0,-21,0,1,-3,0,0,5,10,-6,-20,-8,-68,-308,0,1,13
1358,2264,12/01/2007,2007,1,Oregon,Oregon State,31,38,0,-7,2,4,-1,1,-2,-7,-101,-1,0,13,-19,-364,3,0,-9
1359,2265,12/01/2007,2007,1,West Virginia,Pittsburgh,9,13,0,-4,-1,-4,-1,-2,3,-1,12,-5,-35,-11,-54,-758,-1,-2,-3
1360,2267,12/01/2007,2007,1,UCF,Tulsa,44,25,1,19,3,-11,-5,-3,1,-23,-310,-5,-49,14,276,-338,-5,-3,-44
1361,2268,12/01/2007,2007,1,Navy,Army,38,3,1,35,9,1,5,0,-2,-10,-110,-1,-10,21,187,346,-1,0,-18
1362,2270,12/01/2007,2007,1,Hawai'i,Washington,35,28,1,7,-8,1,4,0,3,33,300,1,15,-27,-165,68,0,-1,32
1363,2272,12/21/2007,2007,1,Florida Atlantic,Memphis,44,27,1,17,-3,-8,-5,2,0,0,69,0,-16,1,-2,-142,2,1,-13
1364,2273,12/22/2007,2007,1,BYU,UCLA,17,16,1,1,-7,-2,-1,0,1,10,77,-3,-26,-19,-128,-386,1,-1,6
1365,2276,12/23/2007,2007,1,East Carolina,Boise State,41,38,1,3,11,3,0,1,-1,-17,-116,3,0,26,224,448,1,-2,-22
1366,2279,12/28/2007,2007,1,Michigan State,Boston College,21,24,0,-3,4,0,1,0,0,-8,-118,-3,-7,9,145,266,1,3,-11
1367,2281,12/28/2007,2007,1,Oregon State,Maryland,21,14,1,7,15,4,5,0,2,-4,-97,0,-3,29,256,386,0,-1,-6
1368,2282,12/29/2007,2007,1,Mississippi State,UCF,10,3,1,7,1,-4,-2,0,-1,-2,-49,2,20,-6,29,-136,-1,-2,-4
1369,2285,12/30/2007,2007,1,Colorado,Alabama,24,30,0,-6,-6,2,2,0,-1,5,66,0,9,-9,-57,42,1,1,8
1370,2287,12/31/2007,2007,1,Auburn,Clemson,23,20,1,3,3,0,2,-1,0,12,129,5,35,7,1,92,0,1,10
1371,2290,12/31/2007,2007,1,Florida State,Kentucky,28,35,0,-7,1,2,0,1,-3,-10,-82,3,57,-3,61,-50,3,1,0
1372,2292,01/01/2008,2007,1,Georgia,Hawai'i,41,10,1,31,7,-3,-1,0,-2,-21,-136,0,10,22,164,-78,0,-3,-30
1373,2294,01/01/2008,2007,1,Florida,Michigan,35,41,0,-6,-2,-4,-8,2,-2,-7,-204,1,-16,-15,79,-276,4,-2,-5
1374,2295,01/01/2008,2007,1,Arkansas,Missouri,7,38,0,-31,-5,5,-2,3,2,7,61,0,-3,7,-159,744,5,0,4
1375,2296,01/01/2008,2007,1,Virginia,Texas Tech,28,31,0,-3,9,-2,0,-2,1,-27,-311,-6,-56,27,215,34,-4,0,-41
1376,2297,01/01/2008,2007,1,Tennessee,Wisconsin,21,17,1,4,-3,3,3,1,0,11,210,3,50,-12,-126,-300,0,-1,18
1377,2298,01/02/2008,2007,1,Oklahoma,West Virginia,28,48,0,-20,-1,4,0,2,0,11,66,5,3,4,-172,514,4,1,14
1378,2299,01/03/2008,2007,1,Virginia Tech,Kansas,21,24,0,-3,5,0,1,-1,0,-7,-78,-1,-43,6,40,-34,-2,2,-7
1379,2301,01/06/2008,2007,1,Tulsa,Bowling Green,63,7,1,56,11,-2,2,1,-4,9,141,-1,-12,5,192,-130,-2,0,20
1380,2303,08/28/2008,2008,1,Miami (Florida),Charleston So.,52,7,1,45,8,-2,2,2,0,6,115,2,24,8,175,40,1,0,5
1381,2305,08/28/2008,2008,1,Cincinnati,Eastern Kentucky,40,7,1,33,10,0,3,3,0,13,201,8,81,16,161,490,3,-1,17
1382,2306,08/28/2008,2008,1,Connecticut,Hofstra,35,3,1,32,8,-4,-1,0,1,1,103,-1,0,15,178,154,-1,1,2
1383,2309,08/28/2008,2008,1,South Carolina,North Carolina State,34,0,1,34,1,0,1,3,-2,12,149,3,23,5,82,594,2,2,7
1384,2311,08/28/2008,2008,1,Stanford,Oregon State,36,28,1,8,5,0,-1,1,-1,-24,-313,-4,-18,20,124,148,0,-2,-37
1385,2312,08/28/2008,2008,1,Iowa State,South Dakota State,44,17,1,27,4,-2,0,0,2,-10,-11,1,34,17,49,-66,0,-5,-18
1386,2313,08/28/2008,2008,1,Buffalo,UTEP,42,17,1,25,11,-5,0,1,2,-10,22,4,46,24,196,318,-1,-3,-21
1387,2314,08/28/2008,2008,1,Middle Tennessee,Troy,17,31,0,-14,-2,6,2,0,-2,3,64,1,24,14,-80,708,3,0,6
1388,2316,08/28/2008,2008,1,Baylor,Wake Forest,13,41,0,-28,-4,-2,-5,1,1,-12,-64,2,-6,-10,-62,-512,2,2,-6
1389,2317,08/29/2008,2008,1,Rice,SMU,56,27,1,29,12,5,6,0,0,-6,-68,-5,-40,30,197,360,0,-3,-12
1390,2323,08/30/2008,2008,1,Kent State,Boston College,0,21,0,-21,-3,3,1,0,1,1,28,4,30,-11,-104,-106,0,2,3
1391,2326,08/30/2008,2008,1,San Jose State,UC Davis,13,10,1,3,0,-3,-3,2,0,5,38,-1,-39,-6,-19,-532,1,0,0
1392,2327,08/30/2008,2008,1,Penn State,Coastal Carolina,66,10,1,56,12,-4,3,0,0,1,62,3,24,11,282,58,0,-1,-5
1393,2328,08/30/2008,2008,1,Maryland,Delaware,14,7,1,7,6,2,1,1,0,-3,-2,2,30,11,150,240,1,0,-2
1394,2329,08/30/2008,2008,1,Texas Tech,Eastern Washington,49,24,1,25,4,-1,5,-1,1,5,195,9,115,3,80,-68,-1,-2,-5
1395,2331,08/30/2008,2008,1,Kansas,Florida International,40,10,1,30,4,4,9,0,0,27,183,0,23,10,62,938,-3,-1,23
1396,2332,08/30/2008,2008,1,Georgia,Georgia Southern,45,21,1,24,4,-7,0,-2,1,-2,135,8,55,-3,110,-376,-2,-1,-9
1397,2333,08/30/2008,2008,1,Nevada,Grambling,49,13,1,36,14,-5,0,2,2,5,-22,5,68,13,421,-122,0,-1,5
1398,2334,08/30/2008,2008,1,Florida,Hawai'i,56,10,1,46,7,-1,3,1,-2,-11,-30,6,30,14,195,-480,0,-4,-22
1399,2335,08/30/2008,2008,1,Boise State,Idaho State,49,7,1,42,4,-5,2,1,1,3,260,1,34,-8,115,-854,-2,0,6
1400,2336,08/30/2008,2008,1,Arizona,Idaho,70,0,1,70,7,3,8,0,-1,13,208,2,20,24,201,730,1,-4,4
1401,2342,08/30/2008,2008,1,Mississippi,Memphis,41,24,1,17,-3,-4,-1,-2,0,-13,-43,-4,-5,-4,28,-440,-4,-2,-21
1402,2344,08/30/2008,2008,1,Louisiana Tech,Mississippi State,22,14,1,8,-1,3,1,0,-1,-8,-82,-4,-29,1,3,-170,0,-1,1
1403,2345,08/30/2008,2008,1,Kansas State,North Texas,45,6,1,39,4,2,7,1,1,11,206,-2,1,10,60,458,1,1,13
1404,2346,08/30/2008,2008,1,Auburn,Louisiana-Monroe,34,0,1,34,13,-3,3,-1,-2,-7,-51,3,35,16,237,-138,-2,1,-11
1405,2347,08/30/2008,2008,1,Arizona State,Northern Arizona,30,13,1,17,-5,-5,-1,0,1,4,218,2,20,-19,-45,-520,0,0,0
1406,2348,08/30/2008,2008,1,Minnesota,Northern Illinois,31,27,1,4,1,0,-1,2,0,7,-28,1,6,0,55,22,2,0,7
1407,2349,08/30/2008,2008,1,BYU,Northern Iowa,41,17,1,24,0,-7,1,-1,2,17,273,4,25,-12,-72,-442,-2,0,16
1408,2350,08/30/2008,2008,1,Wyoming,Ohio,21,20,1,1,9,-1,3,-2,-1,-15,-137,-7,-67,19,121,128,-3,1,-19
1409,2353,08/30/2008,2008,1,Virginia,USC,7,52,0,-45,-6,0,-3,-3,2,-9,-185,-3,-49,-20,-186,-782,-4,0,-2
1410,2354,08/30/2008,2008,1,Houston,Southern University,55,3,1,52,6,3,8,0,-1,14,250,-1,-3,10,113,204,0,-1,10
1411,2355,08/30/2008,2008,1,Air Force,Southern Utah,41,7,1,34,19,7,9,2,0,-7,-48,-3,-20,53,426,1154,3,0,-13
1412,2360,08/30/2008,2008,1,New Mexico,TCU,3,26,0,-23,-5,-2,-2,-1,1,-9,10,-5,-39,-16,-115,-584,-2,1,-2
1413,2363,08/30/2008,2008,1,UNLV,Utah State,27,17,1,10,0,-1,2,-4,-1,1,18,-3,-19,-7,21,-92,-5,-1,-1
1414,2364,08/30/2008,2008,1,Michigan,Utah,23,25,0,-2,-2,-5,-2,0,0,-2,-138,-7,-84,-18,0,-708,0,0,4
1415,2365,08/30/2008,2008,1,West Virginia,Villanova,48,21,1,27,0,-5,-2,0,-1,5,-61,-2,-20,-28,16,-884,0,-1,-3
1416,2366,08/30/2008,2008,1,East Carolina,Virginia Tech,27,22,1,5,4,1,2,0,2,5,72,5,60,6,54,376,0,-2,2
1417,2368,08/30/2008,2008,1,Arkansas,Western Illinois,28,24,1,4,-4,-6,0,-1,2,15,213,-4,-17,-25,-81,-806,-3,1,15
1418,2369,08/30/2008,2008,1,Indiana,Western Kentucky,31,13,1,18,9,-4,-2,0,-1,-1,-66,5,34,10,234,-330,1,1,-1
1419,2370,08/30/2008,2008,1,Nebraska,Western Michigan,47,24,1,23,7,-4,-1,-2,-1,-10,3,1,15,6,130,48,-4,1,-13
1420,2371,08/30/2008,2008,1,Ohio State,Youngstown State,43,0,1,43,16,4,6,1,0,9,159,3,33,22,262,732,2,0,13
1421,2372,08/31/2008,2008,1,Colorado,Colorado State,38,17,1,21,-2,-1,3,1,1,-7,27,4,40,10,82,-314,-2,-1,-9
1422,2374,09/01/2008,2008,1,Rutgers,Fresno State,7,24,0,-17,-7,1,1,-2,0,9,47,-4,-31,-5,-100,224,0,2,15
1423,2378,09/06/2008,2008,1,Syracuse,Akron,28,42,0,-14,-1,-5,-7,0,1,-7,-125,-4,-25,-3,0,-408,2,0,-6
1424,2379,09/06/2008,2008,1,Florida Atlantic,UAB,49,34,1,15,-1,-9,-1,-2,1,-4,32,1,31,-10,40,-677,-4,0,-13
1425,2380,09/06/2008,2008,1,Louisiana-Monroe,Arkansas,27,28,0,-1,-8,2,0,0,0,1,-53,-3,-19,-10,-112,-324,0,0,6
1426,2382,09/06/2008,2008,1,Pittsburgh,Buffalo,27,16,1,11,-3,0,2,-1,0,1,18,-3,-35,-1,-14,-74,-1,0,0
1427,2383,09/06/2008,2008,1,Colorado State,Sacramento State,23,20,1,3,-1,1,5,-3,-1,6,116,-4,-41,-3,-10,52,-2,1,7
1428,2387,09/06/2008,2008,1,Clemson,Citadel,45,17,1,28,4,-9,-4,0,2,-4,-65,0,10,8,163,-386,1,-3,-11
1429,2390,09/06/2008,2008,1,Michigan State,Eastern Michigan,42,10,1,32,8,-4,1,1,1,-3,-35,-3,-20,24,111,260,0,0,-15
1430,2392,09/06/2008,2008,1,Iowa,Florida International,42,0,1,42,12,-4,2,0,0,-2,109,-2,-10,14,185,152,-1,-1,-11
1431,2393,09/06/2008,2008,1,Virginia Tech,Furman,24,7,1,17,9,1,2,0,-1,-14,-145,4,28,28,227,360,0,0,-24
1432,2396,09/06/2008,2008,1,Idaho,Idaho State,42,27,1,15,4,-9,-4,-3,0,-28,-138,-2,-28,19,160,-281,-3,-4,-53
1433,2397,09/06/2008,2008,1,Iowa State,Kent State,48,28,1,20,-6,2,2,0,-3,4,47,1,31,2,-83,284,0,0,-3
1434,2398,09/06/2008,2008,1,Kansas,Louisiana Tech,29,0,1,29,-5,-2,0,1,0,20,293,-4,-38,6,-22,632,1,-1,5
1435,2399,09/06/2008,2008,1,Wisconsin,Marshall,51,14,1,37,6,-6,-3,1,1,-6,90,1,-10,11,83,-182,1,-3,-19
1436,2403,09/06/2008,2008,1,Bowling Green,Minnesota,17,42,0,-25,0,-2,-2,0,4,8,28,-2,-20,-19,-36,-574,-1,1,20
1437,2404,09/06/2008,2008,1,Wake Forest,Mississippi,30,28,1,2,-1,4,0,1,0,12,14,-3,-33,2,-26,209,1,-2,10
1438,2405,09/06/2008,2008,1,Kansas State,Montana State,69,10,1,59,2,-4,2,1,-2,0,196,-2,-4,7,94,-130,2,-2,-12
1439,2406,09/06/2008,2008,1,Indiana,Murray State,45,3,1,42,10,-1,1,2,-1,2,101,-5,-57,26,226,384,2,-1,0
1440,2407,09/06/2008,2008,1,Utah,UNLV,42,21,1,21,0,-4,1,-1,0,-3,56,-4,-6,1,96,-28,-1,1,-5
1441,2408,09/06/2008,2008,1,Army,New Hampshire,10,28,0,-18,-1,6,2,0,3,-5,-43,-2,-20,17,-15,604,1,-1,-6
1442,2409,09/06/2008,2008,1,Kentucky,Norfolk State,38,3,1,35,10,-1,3,0,1,6,50,-3,-33,15,230,284,1,0,2
1443,2413,09/06/2008,2008,1,Duke,Northwestern,20,24,0,-4,11,3,1,1,1,14,43,1,6,17,101,1110,2,0,14
1444,2415,09/06/2008,2008,1,Penn State,Oregon State,45,14,1,31,3,-3,3,-1,1,-11,-35,-5,-61,6,147,-298,-3,-2,-14
1445,2418,09/06/2008,2008,1,Notre Dame,San Diego State,21,13,1,8,2,-4,-2,1,1,-8,-37,-4,-42,19,34,104,1,1,-25
1446,2419,09/06/2008,2008,1,Nebraska,San Jose State,35,12,1,23,-5,-3,-1,0,1,-1,0,5,56,-4,-38,-46,0,-1,-6
1447,2420,09/06/2008,2008,1,UCF,South Florida,24,31,0,-7,-8,-3,-4,-1,0,-6,-196,5,90,-16,-82,-420,0,-2,-9
1448,2421,09/06/2008,2008,1,Missouri,Southeast Missouri State,52,3,1,49,10,-9,-4,0,-1,0,86,-1,6,8,172,-528,0,-1,-20
1449,2422,09/06/2008,2008,1,Mississippi State,Southeastern Louisiana,34,10,1,24,7,3,5,1,1,11,70,-8,-50,19,183,492,1,0,7
1450,2423,09/06/2008,2008,1,Auburn,Southern Mississippi,27,13,1,14,1,-2,3,-2,2,-12,-20,-2,-23,14,95,40,-3,-1,-16
1451,2424,09/06/2008,2008,1,SMU,Texas State,47,36,1,11,-6,-4,-5,-1,-3,4,138,-2,12,-30,-172,-546,-1,-2,6
1452,2425,09/06/2008,2008,1,Arizona State,Stanford,41,17,1,24,1,-4,0,0,1,13,225,3,44,6,14,562,-1,-2,5
1453,2426,09/06/2008,2008,1,TCU,Stephen F. Austin,67,7,1,60,16,2,10,-2,-1,-4,65,8,115,41,317,968,-2,-3,-16
1454,2427,09/06/2008,2008,1,Louisville,Tennessee Tech,51,10,1,41,10,-2,3,1,0,-3,74,-2,-2,21,201,122,1,-2,-7
1455,2429,09/06/2008,2008,1,Arkansas State,Texas Southern,83,10,1,73,11,-14,-5,0,-2,-1,101,1,23,5,346,28,-1,-2,-21
1456,2430,09/06/2008,2008,1,Nevada,Texas Tech,19,35,0,-16,2,2,-3,0,1,5,-33,-5,-41,25,100,761,0,-1,-11
1457,2431,09/06/2008,2008,1,UTEP,Texas,13,42,0,-29,-2,11,6,0,1,5,-15,6,52,0,23,848,1,-1,17
1458,2435,09/06/2008,2008,1,Wyoming,Air Force,3,23,0,-20,-4,-3,-2,1,4,5,61,-4,-16,-30,-121,-868,1,0,18
1459,2436,09/06/2008,2008,1,Oregon,Utah State,66,24,1,42,13,-2,5,0,1,1,62,-2,5,22,320,-258,0,1,0
1460,2439,09/06/2008,2008,1,Florida State,Western Carolina,69,0,1,69,8,-8,0,0,-1,7,152,2,21,-1,233,-272,-2,0,0
1461,2440,09/06/2008,2008,1,Eastern Kentucky,Western Kentucky,13,37,0,-24,-16,-7,-10,-1,1,10,94,-1,-8,-45,-228,-778,1,0,15
1462,2442,09/11/2008,2008,1,Rutgers,North Carolina,12,44,0,-32,-2,-7,-8,0,0,11,22,2,11,-9,-17,-70,0,4,20
1463,2443,09/12/2008,2008,1,Louisiana-Monroe,Alabama A&M,37,15,1,22,7,-1,0,1,-3,-2,-55,3,38,12,177,288,2,0,-3
1464,2444,09/12/2008,2008,1,South Florida,Kansas,37,34,1,3,2,-1,-2,0,0,-2,-35,1,-19,8,59,214,1,-1,-6
1465,2446,09/13/2008,2008,1,Tennessee,UAB,35,3,1,32,7,1,4,1,0,1,115,-1,-14,15,158,148,1,-1,-1
1466,2447,09/13/2008,2008,1,Troy,Alcorn St.,65,0,1,65,13,1,3,5,1,25,373,6,41,26,243,878,4,-4,20
1467,2449,09/13/2008,2008,1,Mississippi State,Auburn,2,3,0,-1,-8,-2,-3,-1,-3,-4,-76,-8,-71,-15,-123,-266,2,1,-1
1468,2450,09/13/2008,2008,1,Akron,Ball State,24,41,0,-17,-8,-4,-5,0,0,-2,-1,3,18,-16,-72,-690,1,3,9
1469,2451,09/13/2008,2008,1,Miami (Ohio),Charleston So.,38,27,1,11,-1,-2,-1,0,1,-7,48,1,19,9,31,-182,0,-1,-10
1470,2453,09/13/2008,2008,1,Maryland,California,35,27,1,8,5,1,4,0,2,-18,-267,-5,-50,24,103,-76,-2,-1,-40
1471,2454,09/13/2008,2008,1,BYU,UCLA,59,0,1,59,11,7,11,0,-3,8,107,4,36,29,175,912,-2,0,1
1472,2459,09/13/2008,2008,1,Virginia Tech,Georgia Tech,20,17,1,3,-2,5,0,0,-2,4,-61,-5,-46,-4,-79,4,-1,-1,6
1473,2460,09/13/2008,2008,1,South Carolina,Georgia,7,14,0,-7,-5,-1,0,0,1,8,125,-5,-52,-19,-88,-626,1,1,15
1474,2461,09/13/2008,2008,1,Oregon State,Hawai'i,45,7,1,38,9,6,7,2,0,4,114,-4,-36,30,160,894,1,-3,1
1475,2462,09/13/2008,2008,1,Iowa,Iowa State,17,5,1,12,2,-3,0,0,0,-15,-130,1,-7,6,45,-278,0,-1,-21
1476,2464,09/13/2008,2008,1,Notre Dame,Michigan,35,17,1,18,-5,0,-1,-1,-4,-9,-82,-4,-41,-8,-46,-264,0,0,-7
1477,2465,09/13/2008,2008,1,Kentucky,Middle Tennessee,20,14,1,6,5,4,2,1,0,7,-98,0,-20,12,71,612,0,-1,11
1478,2469,09/13/2008,2008,1,Nebraska,New Mexico State,38,7,1,31,8,-7,-2,0,1,-1,-2,0,-9,12,216,132,1,-2,-15
1479,2470,09/13/2008,2008,1,Clemson,North Carolina State,27,9,1,18,0,-8,-3,-1,1,5,110,0,35,-10,30,-354,-1,-1,-1
1480,2472,09/13/2008,2008,1,LSU,North Texas,41,3,1,38,5,-4,1,0,0,-3,54,-3,-36,10,172,-284,1,0,-7
1481,2474,09/13/2008,2008,1,Washington,Oklahoma,14,55,0,-41,-9,5,1,0,3,4,-68,-8,-102,-13,-187,248,0,0,14
1482,2475,09/13/2008,2008,1,Purdue,Oregon,26,32,0,-6,-4,3,3,-1,-1,6,10,-1,-10,2,-105,618,-4,0,2
1483,2481,09/13/2008,2008,1,Texas Tech,SMU,43,7,1,36,6,4,5,1,1,19,300,2,23,4,119,148,0,-5,18
1484,2484,09/13/2008,2008,1,Illinois,Louisiana-Lafayette,20,17,1,3,3,0,0,-1,-2,-12,-53,5,51,10,107,-36,-1,1,-10
1485,2485,09/13/2008,2008,1,TCU,Stanford,31,14,1,17,12,9,7,2,-2,9,23,2,19,24,162,1138,1,-1,15
1486,2486,09/13/2008,2008,1,Buffalo,Temple,30,28,1,2,2,2,1,1,0,5,63,-2,5,4,-3,498,1,1,9
1487,2488,09/13/2008,2008,1,Eastern Michigan,Toledo,17,41,0,-24,-4,7,3,0,1,5,17,1,27,11,-99,608,0,1,5
1488,2490,09/13/2008,2008,1,Duke,Navy,41,31,1,10,-6,3,6,-1,0,17,167,2,-3,-12,-128,280,-1,-1,26
1489,2491,09/13/2008,2008,1,Utah State,Utah,10,58,0,-48,-12,-4,-8,-3,0,-14,-124,0,2,-23,-206,-1156,-3,0,-9
1490,2492,09/13/2008,2008,1,Connecticut,Virginia,45,10,1,35,13,1,3,0,0,-12,-64,-2,-32,39,351,794,-1,-2,-23
1491,2494,09/13/2008,2008,1,Idaho,Western Michigan,28,51,0,-23,-1,7,3,1,1,2,93,3,51,17,-54,720,0,1,8
1492,2496,09/17/2008,2008,1,Louisville,Kansas State,38,29,1,9,10,3,3,0,-1,0,-39,-2,-12,43,273,1372,0,-2,-9
1493,2497,09/18/2008,2008,1,Colorado,West Virginia,17,14,1,3,-2,2,3,1,0,12,136,0,-36,-7,-124,78,0,1,18
1494,2498,09/19/2008,2008,1,Connecticut,Baylor,31,28,1,3,3,-2,-3,1,0,-1,-83,-6,-57,3,56,-20,0,2,-2
1495,2499,09/20/2008,2008,1,Army,Akron,3,22,0,-19,0,2,1,0,3,-7,-141,-6,-30,11,7,-26,1,1,-12
1496,2500,09/20/2008,2008,1,UAB,Alabama St.,45,10,1,35,9,-2,2,0,-1,-11,-21,2,36,12,231,-238,0,-1,-11
1497,2502,09/20/2008,2008,1,UCLA,Arizona,10,31,0,-21,2,0,-3,1,0,-1,-141,2,8,-7,4,104,0,0,2
1498,2503,09/20/2008,2008,1,Indiana,Ball State,20,42,0,-22,1,7,3,-1,-2,-5,-80,5,62,6,32,-196,1,2,0
1499,2504,09/20/2008,2008,1,Oregon,Boise State,32,37,0,-5,12,-4,-4,1,0,-8,-149,-3,-19,17,189,-284,2,2,-4
1500,2506,09/20/2008,2008,1,Toledo,Fresno State,54,55,0,-1,2,8,3,2,0,2,70,3,20,8,108,10,3,0,15
1501,2507,09/20/2008,2008,1,Boston College,UCF,34,7,1,27,6,-1,0,3,0,4,108,-3,-24,2,51,660,3,-1,9
1502,2508,09/20/2008,2008,1,Purdue,Central Michigan,32,25,1,7,-8,3,4,1,1,2,-30,-4,-27,-9,-66,-182,1,-1,-8
